Country Name,Country Code,Indicator Name,Indicator Code,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.35936585,32.73102439,33.09414634,33.45221951,33.8157561,34.20073171,34.62665854,35.10702439,35.65134146,36.26309756,36.94229268,37.68441463,38.4714878,39.2874878,40.11941463,40.95429268,41.78258537,42.60082927,43.406,44.19363415,44.96170732,45.71073171,46.4472439,47.17721951,47.90665854,48.63907317,49.38143902,50.1337561,50.8984878,51.67568293,52.46231707,53.25192683,54.0405122,54.82609756,55.60917073,56.39973171,57.2057561,58.0352439,58.88868293,59.76207317,60.65039024,61.54663415,62.43582927,63.303,64.13617073,64.91843902,65.63790244,66.29309756,66.88502439,67.41665854,67.89241463,68.32319512,68.72290244,69.10292683,69.4712439
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.54773171,50.90763415,51.25502439,51.59341463,51.9287561,52.27253659,52.63570732,53.0282439,53.45763415,53.92787805,54.44346341,55.00790244,55.61273171,56.2444878,56.89370732,57.54895122,58.1992439,58.83512195,59.44509756,60.01568293,60.54436585,61.03312195,61.48143902,61.88429268,62.22719512,62.50965854,62.73519512,62.88982927,62.94563415,62.86368293,62.55658537,61.9245122,60.9384878,59.61897561,58.02739024,56.23612195,54.33612195,52.47460976,50.81234146,49.4864878,48.69363415,48.61031707,49.24341463,50.5245122,52.35631707,54.55221951,56.87326829,59.07456098,60.95858537,62.41709756,63.40229268,63.95160976,64.22273171,64.36080488,64.4292439
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.48263415,36.89570732,37.31878049,37.76034146,38.22536585,38.72585366,39.2727561,39.86856098,40.5127561,41.20236585,41.93541463,42.70846341,43.50802439,44.31463415,45.11178049,45.88141463,46.60797561,47.28141463,47.89121951,48.42441463,48.87258537,49.23180488,49.50765854,49.7057561,49.82563415,49.86829268,49.83273171,49.72439024,49.5482439,49.31229268,49.01756098,48.66407317,48.25736585,47.80992683,47.33621951,46.8462439,46.3454878,45.84636585,45.37029268,44.94314634,44.59729268,44.36207317,44.25341463,44.27780488,44.43968293,44.73809756,45.16312195,45.68739024,46.284,46.93497561,47.62531707,48.35043902,49.10529268,49.87987805,50.65778049
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.47853659,75.6804878,76.03634146,76.31756098,76.30341463,76.44,76.7395122,76.80926829,77.06560976,77.37707317,77.55341463,77.32073171,77.68512195,77.86195122,77.97756098,78.2304878,78.4804878,78.66243902,78.88292683,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.41878049,80.63439024,80.82536585,81.11146341,81.41292683,81.34929268,81.56243902,81.76504878,81.95660976
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.82376209,68.26374839,68.00779332,68.69636848,69.05244017,69.27681461,69.52695537,69.27278129,69.53617344,69.27589883,69.44706991,69.48535544,69.9255778,70.0678602,70.30599818,70.17452814,70.31924102,70.24234605,70.14798914,70.23950194,69.89032991,70.37146956,70.45513367,70.38961098,70.34901758,70.31275699,70.56492213,70.61176532,70.86171837,70.73196965,70.65636732,70.57260774,70.73234787,70.84622957,70.86952676,71.02589323,71.33546524,71.51758933,71.89811827,72.18492179,72.71969035,73.09785547,73.24391073,73.38323355,73.7386941,73.83907249,74.09335416,74.25238333,74.57753902,74.9318257,75.29534873,75.88847488,75.9934886,76.35516299,76.5634161
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,82.84878049
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.63978049,70.73441463,70.83009756,70.93331707,71.04758537,71.17192683,71.29934146,71.42185366,71.53597561,71.64070732,71.73904878,71.836,71.93804878,72.05017073,72.17736585,72.32460976,72.49390244,72.6852439,72.89312195,73.11602439,73.34495122,73.57392683,73.79592683,74.00646341,74.20653659,74.39812195,74.58773171,74.78182927,74.98546341,75.19858537,75.4182439,75.63692683,75.84968293,76.053,76.24739024,76.43685366,76.62787805,76.827,77.03965854,77.26834146,77.5145122,77.77817073,78.05578049,78.33982927,78.62531707,78.90321951,79.16653659,79.41080488,79.63302439,79.83270732,80.01036585,80.1695122,80.31865854,80.46282927,80.6064878
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.45829268,57.98634146,58.51539024,59.04643902,59.57802439,60.11009756,60.64321951,61.17539024,61.70758537,62.23834146,62.76814634,63.2965122,63.82290244,64.34734146,64.86980488,65.38880488,65.90534146,66.41790244,66.9265122,67.43165854,67.93134146,68.42807317,68.91985366,69.40765854,69.891,70.36939024,70.84280488,71.3107561,71.7732439,72.2292439,72.67878049,73.12134146,73.55843902,73.98856098,74.41270732,74.83039024,75.24160976,75.64636585,76.04465854,76.43597561,76.82082927,77.19870732,77.56958537,77.93297561,78.28939024,78.63829268,78.97917073,79.31353659,79.64090244,79.96080488,80.27580488,80.58697561,80.89485366,81.19792683,81.49619512
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.354,43.67334146,44.39834146,45.57887805,47.18956098,49.13931707,51.28219512,53.42980488,55.4275122,57.19187805,58.68080488,59.90797561,60.95934146,61.90646341,62.76812195,63.55865854,64.28258537,64.93653659,65.52321951,66.04968293,66.5215122,66.93985366,67.3077561,67.6287561,67.91036585,68.15707317,68.37180488,68.55943902,68.72543902,68.88029268,69.0305122,69.18209756,69.33963415,69.50921951,69.69992683,69.92641463,70.19982927,70.52268293,70.89046341,71.29712195,71.73046341,72.17578049,72.61487805,73.03312195,73.41995122,73.76695122,74.07170732,74.34043902,74.58326829,74.80326829,75.00741463,75.20217073,75.39292683,75.58514634,75.78226829
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.87241463,37.56307317,38.23382927,38.88017073,39.50509756,40.12441463,40.76192683,41.43695122,42.161,42.93209756,43.74343902,44.57982927,45.41602439,46.23121951,47.00946341,47.74221951,48.42487805,49.06165854,49.65590244,50.20404878,50.70907317,51.1744878,51.60290244,51.98839024,52.3224878,52.59412195,52.79168293,52.90417073,52.91819512,52.82743902,52.60692683,52.23273171,51.71160976,51.0675122,50.33609756,49.56065854,48.7902439,48.07504878,47.4635122,46.99256098,46.69939024,46.60760976,46.69558537,46.93297561,47.29653659,47.75185366,48.2587561,48.77882927,49.27978049,49.7404878,50.15146341,50.51721951,50.86334146,51.20846341,51.55958537
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.5237561,41.96534146,42.40595122,42.84356098,43.27865854,43.71517073,44.1585122,44.61363415,45.08456098,45.57178049,46.07639024,46.5984878,47.13219512,47.67156098,48.21112195,48.74639024,49.27382927,49.79036585,50.28843902,50.763,51.20702439,51.6135122,51.98197561,52.31041463,52.59734146,52.84478049,53.05673171,53.23821951,53.38978049,53.50995122,53.59126829,53.62426829,53.60195122,53.52482927,53.39687805,53.21860976,52.99053659,52.72609756,52.44673171,52.17385366,51.93587805,51.75719512,51.65526829,51.63904878,51.7164878,51.88904878,52.1502439,52.47914634,52.85582927,53.26485366,53.69482927,54.13736585,54.5875122,55.04180488,55.4927561
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.58163415,49.23004878,49.84395122,50.41885366,50.95229268,51.44136585,51.88865854,52.29821951,52.67707317,53.02919512,53.35953659,53.6725122,53.97,54.25541463,54.53119512,54.80285366,55.07641463,55.34890244,55.61390244,55.86490244,56.09087805,56.28280488,56.42917073,56.51843902,56.54217073,56.48785366,56.3485122,56.12670732,55.82946341,55.46385366,55.02897561,54.52239024,53.95912195,53.36265854,52.76392683,52.18885366,51.65982927,51.20219512,50.84736585,50.62826829,50.58987805,50.77319512,51.17929268,51.79421951,52.598,53.56153659,54.64782927,55.80131707,56.96507317,58.09363415,59.14312195,60.08517073,60.92390244,61.66639024,62.31114634
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.7167561,57.24773171,57.73921951,58.2007561,58.64126829,59.06217073,59.46334146,59.84021951,60.19578049,60.53704878,60.87319512,61.21139024,61.56078049,61.92839024,62.32160976,62.75214634,63.23212195,63.75826829,64.31897561,64.90034146,65.47817073,66.02492683,66.52007317,66.94692683,67.29953659,67.57429268,67.77680488,67.92919512,68.05473171,68.17097561,68.29719512,68.45131707,68.64021951,68.86563415,69.12958537,69.42692683,69.74836585,70.075,70.39495122,70.70056098,70.98870732,71.26039024,71.52173171,71.77690244,72.02495122,72.26392683,72.49143902,72.7055122,72.90717073,73.09695122,73.27785366,73.45480488,73.63078049,73.80973171,73.99314634
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.44243902,41.83953659,42.2377561,42.635,43.03270732,43.43426829,43.84560976,44.27119512,44.71204878,45.16821951,45.63178049,46.09336585,46.54758537,46.99153659,47.43073171,47.87570732,48.34292683,48.84529268,49.38919512,49.97412195,50.596,51.24434146,51.90312195,52.55736585,53.19756098,53.81919512,54.42229268,55.00936585,55.58092683,56.1305122,56.65360976,57.14521951,57.59934146,58.01346341,58.38258537,58.69717073,58.94717073,59.13558537,59.27092683,59.36568293,59.43890244,59.51014634,59.59892683,59.72080488,59.8887561,60.10978049,60.38831707,60.71234146,61.06729268,61.44419512,61.8305122,62.2127561,62.58297561,62.93217073,63.25685366
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.85641463,49.04597561,49.3165122,49.6805122,50.139,50.67997561,51.28041463,51.91082927,52.54673171,53.17565854,53.79458537,54.40904878,55.03356098,55.67663415,56.3387561,57.02092683,57.72463415,58.44234146,59.16504878,59.8837561,60.58497561,61.25621951,61.8894878,62.48131707,63.02719512,63.52712195,63.98207317,64.40304878,64.80153659,65.1865122,65.5705122,65.9635122,66.37153659,66.79458537,67.23212195,67.67865854,68.12314634,68.55556098,68.96641463,69.35468293,69.72439024,70.08602439,70.44814634,70.81326829,71.17639024,71.52353659,71.83568293,72.09936585,72.30953659,72.47121951,72.59790244,72.70956098,72.82821951,72.97236585,73.147
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.57619512,61.28856098,61.98378049,62.6497561,63.2794878,63.86892683,64.42058537,64.94602439,65.45631707,65.9594878,66.46260976,66.97170732,67.48931707,68.01746341,68.55917073,69.11941463,69.70319512,70.306,70.91931707,71.53219512,72.13019512,72.69790244,73.22334146,73.69707317,74.11460976,74.47343902,74.77604878,75.03539024,75.26287805,75.4684878,75.65868293,75.84192683,76.02021951,76.19753659,76.37634146,76.55860976,76.74180488,76.92241463,77.09692683,77.26436585,77.42268293,77.57087805,77.70946341,77.84046341,77.96536585,78.08665854,78.20780488,78.33031707,78.45773171,78.59260976,78.73604878,78.89017073,79.05353659,79.22521951,79.40270732
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.3182116,62.81520131,63.27171776,63.68432155,64.05415683,64.38319988,64.67659178,64.94398507,65.19618895,65.44180903,65.68847665,65.94199647,66.20375203,66.47194497,66.74572888,67.02283233,67.30080055,67.57384126,67.8376321,68.09098792,68.33016312,68.54725988,68.74464671,68.919423,69.06820515,69.18985949,69.28981016,69.37949032,69.44146219,69.51120366,69.57310829,69.62852284,69.71499031,69.7191243,69.76056928,69.80508166,69.85865018,69.98768607,69.99233105,70.08080112,70.19058366,70.32723864,70.55866744,70.66962027,70.86987736,71.08422353,71.30823033,71.53580442,71.76147444,71.97936801,72.18459591,72.37330938,72.54548474,72.70227286,72.84469981
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.90465854,64.51643902,65.13821951,65.76802439,66.40180488,67.03156098,67.6492439,68.24785366,68.82087805,69.36580488,69.88309756,70.37829268,70.85639024,71.32095122,71.7694878,72.19760976,72.59885366,72.96626829,73.29582927,73.58453659,73.8317561,74.03636585,74.20326829,74.33939024,74.4477561,74.52892683,74.58153659,74.60770732,74.61804878,74.62309756,74.64380488,74.70056098,74.80329268,74.95892683,75.16397561,75.409,75.67563415,75.94197561,76.19307317,76.42587805,76.64480488,76.86521951,77.10246341,77.36395122,77.64468293,77.93214634,78.20595122,78.44919512,78.6505122,78.81097561,78.93563415,79.0395122,79.14160976,79.25639024,79.39082927
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,,,77.82439024
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.59392683,69.92782927,70.2512439,70.56468293,70.86912195,71.16507317,71.45253659,71.731,72.0024878,72.26597561,72.52297561,72.77297561,73.01697561,73.25446341,73.48546341,73.71043902,73.93041463,74.14487805,74.35385366,74.55782927,74.75680488,74.95129268,75.1407561,75.3252439,75.50621951,75.68270732,75.85617073,76.02512195,76.19107317,76.35402439,76.51395122,76.67139024,76.82631707,76.97826829,77.12770732,77.27465854,77.41909756,77.56102439,77.70092683,77.83780488,77.97168293,78.10056098,78.22395122,78.34585366,78.4657561,78.58960976,78.72287805,78.8685122,79.02753659,79.1994878,79.38195122,79.5715122,79.76226829,79.94978049,80.13156098
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.27560976
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.31295122,69.50995122,69.6925122,69.86009756,70.01370732,70.15182927,70.27092683,70.3735122,70.46509756,70.55068293,70.63978049,70.74287805,70.867,71.01668293,71.19541463,71.40173171,71.63414634,71.88368293,72.14280488,72.40853659,72.67790244,72.95239024,73.23097561,73.51214634,73.79285366,74.06453659,74.32163415,74.55960976,74.77895122,74.98268293,75.17736585,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293,80.84390244,80.84390244
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.02126829,44.45134146,44.87443902,45.29104878,45.70863415,46.14714634,46.6335122,47.18165854,47.79163415,48.45292683,49.13609756,49.8017561,50.4154878,50.95485366,51.41390244,51.80360976,52.14997561,52.48690244,52.83987805,53.21736585,53.61734146,54.02885366,54.43241463,54.811,55.15863415,55.47273171,55.75673171,56.01665854,56.25592683,56.47360976,56.66317073,56.81614634,56.92958537,57.00358537,57.04365854,57.05341463,57.03841463,57.01119512,56.98773171,56.98146341,57.01034146,57.0882439,57.22056098,57.41121951,57.66363415,57.98429268,58.37668293,58.82934146,59.32387805,59.84280488,60.36068293,60.85056098,61.29597561,61.68646341,62.0155122
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,71.46341463,,,,,71.96341463,,,,,73.95121951,,,,,75.95121951,,,,,76.59756098,,,,,,,,,,,,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.54878049
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.84526829,52.5782439,53.2992439,54.00678049,54.70031707,55.37882927,56.04426829,56.69509756,57.33034146,57.9465122,58.53968293,59.10490244,59.63926829,60.14326829,60.61692683,61.06219512,61.48104878,61.87890244,62.26514634,62.64726829,63.03568293,63.43936585,63.86282927,64.30807317,64.77763415,65.27253659,65.79578049,66.33892683,66.88856098,67.43270732,67.95041463,68.42221951,68.83712195,69.19063415,69.48326829,69.7205122,69.91634146,70.09173171,70.26365854,70.44214634,70.63373171,70.83892683,71.05180488,71.26682927,71.48353659,71.70039024,71.91682927,72.13131707,72.34231707,72.54831707,72.74980488,72.94529268,73.13531707,73.31990244,73.50002439
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.13512195,46.59031707,47.045,47.49619512,47.94190244,48.37609756,48.79080488,49.1875122,49.57270732,49.95590244,50.34363415,50.74392683,51.17180488,51.64570732,52.18807317,52.8362439,53.6305122,54.57826829,55.66753659,56.87487805,58.16402439,59.4867561,60.78634146,62.00895122,63.11712195,64.0737561,64.85719512,65.48714634,65.98943902,66.38204878,66.69458537,66.95873171,67.20968293,67.4754878,67.77553659,68.12107317,68.50921951,68.92121951,69.34095122,69.76292683,70.18390244,70.6017561,71.01485366,71.421,71.81626829,72.19656098,72.55770732,72.89836585,73.21931707,73.52102439,73.80404878,74.07,74.32409756,74.56895122,74.80809756
East Asia & Pacific (developing only),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.46646641,45.9081444,46.62007167,47.63945403,48.97543285,50.55343297,52.25810047,53.95374585,55.52346745,56.90848392,58.0829063,59.06267493,59.91558008,60.70050237,61.43451172,62.13054654,62.79303348,63.41442351,63.99049058,64.51929854,64.99937871,65.43187979,65.82347819,66.17645964,66.4958686,66.78628007,67.04962584,67.28860196,67.50543762,67.70661082,67.8956796,68.07640142,68.25260959,68.43077211,68.61935781,68.83075671,69.07539288,69.35674528,69.67224894,70.01776349,70.38437308,70.76138298,71.13363591,71.48979308,71.82203952,72.12440044,72.39476563,72.63781206,72.86093936,73.06613679,73.25832584,73.44222634,73.6222531,73.80252571,73.98572304
East Asia & Pacific (all income levels),EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.22677442,48.75582501,49.42296055,50.39278484,51.58438454,52.94961711,54.48085663,55.96789819,57.34385647,58.58675901,59.64046497,60.56529841,61.36566599,62.06822272,62.77168934,63.447333,64.05998458,64.6440037,65.17017643,65.66278291,66.07803515,66.49523243,66.88529519,67.20408282,67.53393359,67.82369947,68.09688269,68.34818553,68.53811869,68.75257017,68.92980959,69.1197911,69.28309363,69.46095457,69.66043675,69.84062099,70.11553678,70.39551134,70.69055597,71.01638452,71.39122554,71.7638917,72.11905538,72.45788798,72.78565267,73.06039715,73.34397228,73.58466052,73.80130906,74.02087393,74.19414636,74.35283056,74.55052169,74.7385974,74.92852462
Europe & Central Asia (developing only),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.21063906,61.73692455,62.12971793,62.5539554,62.93018438,63.23114491,63.48855374,63.69026421,63.9579553,64.13599579,64.38220041,64.57434372,64.71557421,64.92443154,65.09310021,65.21352323,65.35161596,65.44333356,65.54861644,65.64515733,65.91528002,66.12806505,66.3263479,66.63560776,66.93091985,67.17972228,67.4244008,67.67201417,67.77128144,67.87845471,67.83908397,67.69962802,67.64997906,67.46194904,67.34485504,67.28244089,67.35838149,67.79699881,68.14175572,68.54764102,68.89345256,69.20194045,69.36560419,69.5954409,69.83428516,69.98467499,70.24204539,70.51598919,70.73198022,71.21197479,71.55101846,71.9184224,72.17216176,72.4729265,72.70910788
Europe & Central Asia (all income levels),ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.02999509,67.39469226,67.48931558,67.75986674,68.15807704,68.3109256,68.52274189,68.64869206,68.72086521,68.72907749,69.00870983,69.14597891,69.34939155,69.4435886,69.64600784,69.6194173,69.71945482,69.89160134,69.98153063,70.10060962,70.20455446,70.47035826,70.76184293,70.83198932,70.98294024,71.19552022,71.67951925,71.89381676,72.01738754,72.07594267,72.07460899,71.98127147,71.906807,71.58537765,71.65091957,71.84104738,72.19486491,72.58401698,72.80461164,72.90653698,73.0248189,73.34084581,73.40019928,73.50799104,73.93509897,74.08995434,74.57378934,74.92140241,75.16710057,75.55236185,75.84470244,76.37443158,76.55972526,76.79149143,76.89311163
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.215,53.82029268,54.38753659,54.91019512,55.38729268,55.82082927,56.21934146,56.59982927,56.97731707,57.3637561,57.77012195,58.20439024,58.6664878,59.15541463,59.67219512,60.21285366,60.77346341,61.34656098,61.92519512,62.50690244,63.09219512,63.68404878,64.28543902,64.89631707,65.51219512,66.12753659,66.73731707,67.33404878,67.91321951,68.46834146,68.99536585,69.49326829,69.96358537,70.40882927,70.82904878,71.22682927,71.60473171,71.96431707,72.30814634,72.6352439,72.94417073,73.23043902,73.492,73.72780488,73.94231707,74.13797561,74.32021951,74.49502439,74.66782927,74.84460976,75.02980488,75.22643902,75.433,75.6485122,75.8724878
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.01370732,48.58158537,49.1065122,49.60195122,50.07539024,50.52039024,50.9204878,51.2682439,51.56868293,51.84178049,52.1224878,52.4552439,52.86995122,53.38307317,53.99609756,54.693,55.44182927,56.20063415,56.93797561,57.64136585,58.31582927,58.98043902,59.65717073,60.358,61.07595122,61.789,62.46863415,63.08982927,63.64056098,64.12080488,64.54907317,64.95534146,65.36963415,65.80995122,66.27829268,66.76068293,67.23209756,67.66407317,68.03658537,68.34514634,68.5907561,68.78643902,68.95265854,69.10943902,69.26578049,69.42968293,69.60319512,69.78229268,69.96446341,70.15014634,70.34029268,70.53331707,70.72914634,70.92578049,71.12170732
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.27371101,69.64436515,69.60281546,69.77242602,70.23234036,70.31869107,70.59547424,70.73566023,70.78598154,70.79269027,71.15697158,71.2647898,71.60383687,71.69888013,72.02448757,72.16771061,72.43328707,72.78877653,73.01045133,73.33376185,73.52758225,73.81093553,74.15401422,74.22920616,74.58799158,74.75764035,75.05656754,75.34586769,75.53036922,75.7517958,75.89682735,76.02340044,76.37858954,76.4856543,76.79374898,76.95396182,77.21694108,77.57972728,77.79547338,78.02014248,78.27412635,78.59677042,78.68434302,78.70705506,79.2785641,79.42614449,79.85599295,80.09975173,80.30279258,80.50341313,80.74665821,81.30310224,81.31221587,81.59396283,81.64810336
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.36290244,37.59887805,37.85158537,38.12312195,38.41453659,38.72697561,39.06107317,39.41343902,39.77868293,40.15085366,40.5235122,40.89121951,41.24885366,41.59229268,41.91692683,42.21463415,42.47673171,42.70814634,42.91678049,43.11504878,43.31992683,43.54992683,43.82263415,44.15014634,44.54502439,45.01131707,45.55058537,46.15185366,46.80314634,47.49802439,48.23595122,49.0184878,49.84004878,50.68968293,51.55134146,52.40460976,53.22853659,54.00960976,54.73934146,55.41168293,56.02502439,56.58278049,57.10282927,57.60268293,58.09282927,58.59241463,59.11656098,59.66941463,60.25007317,60.8535122,61.46614634,62.06936585,62.64497561,63.17787805,63.66302439
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.07804878
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.90597561,68.36285366,68.74204878,69.05407317,69.30992683,69.51712195,69.68068293,69.80212195,69.88292683,69.92760976,69.93660976,69.90534146,69.83331707,69.72507317,69.59117073,69.4437561,69.29243902,69.15136585,69.03219512,68.946,68.91407317,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.23902439
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.40570732,39.06914634,39.69865854,40.27780488,40.79807317,41.25597561,41.65597561,42.01453659,42.34314634,42.6472439,42.93134146,43.19990244,43.45092683,43.67943902,43.88043902,44.03146341,44.10402439,44.09214634,44.00685366,43.87312195,43.74041463,43.67017073,43.70787805,43.882,44.196,44.62990244,45.14368293,45.67841463,46.19212195,46.66631707,47.09956098,47.50536585,47.9132439,48.34770732,48.81329268,49.3055122,49.80995122,50.31804878,50.83029268,51.35758537,51.93034146,52.58692683,53.3482439,54.21921951,55.18982927,56.23656098,57.32492683,58.408,59.44692683,60.41578049,61.29612195,62.08302439,62.79353659,63.44219512,64.03502439
