"Country","Log_Density","HDI","HDI_Rank","HDI_2013_Rank"
"Macedonia, the former Yugoslav Republic of",4.31535250140589,0.728012719362,"Medium","High"
"Trinidad and Tobago",5.35460317755863,0.658037467577,"Medium","High"
"Mauritius",6.16021526859165,0.557915530189,"Medium","High"
"Fiji",3.54846730039719,0.587031042001,"Medium","High"
"Montenegro",3.72037812117331,0.783764240787,"Medium","High"
"Suriname",0.806475865866949,0.698179183976,"Medium","High"
"Bahamas",2.7173402480093,0.766010089175,"Medium","High"
"Belize",1.83577635464483,0.618803847836,"Medium","High"
"Barbados",6.35910663150641,0.658109530897,"Medium","High"
"Saint Lucia",5.25520107547441,0.714106139223,"Medium","High"
"Saint Vincent and the Grenadines",5.55929605616527,0.717072300928,"Medium","High"
"Grenada",5.5557463958288,0.743957270564,"Medium","High"
"Tonga",4.82293932096485,0.601556625365,"Medium","High"
"Seychelles",4.97707851056741,0.74250017525,"Medium","High"
"Antigua and Barbuda",5.06265832216341,0.774010047304,"Medium","High"
"Dominica",4.59985609116432,0.690585739012,"Medium","High"
"Saint Kitts and Nevis",5.10442917338262,0.746575195914,"Medium","High"
"Palau",3.26575941076705,0.74141864822,"Medium","High"
"Pakistan",4.60005713660127,0.356180186562,"Medium","Low"
"Nigeria",4.37927284647726,0.491974895988,"Medium","Low"
"Ethiopia",3.44265917146975,0.283528693235,"Low","Low"
"Congo, the Democratic Republic of the",2.41947884446554,0.33629929172,"Low","Low"
"Myanmar",3.92809318560564,0.327629808419,"Medium","Low"
"Tanzania, United Republic of",2.98416563718253,0.377482244923,"Low","Low"
"Kenya",3.32934327789417,0.446131104625,"Medium","Low"
"Sudan",2.05668455455722,0.330952559199,"Low","Low"
"Uganda",3.97349432751625,0.293208747738,"Low","Low"
"Afghanistan",3.01357219168232,0.229981717602,"Low","Low"
"Nepal",4.58231089184201,0.286473822874,"Medium","Low"
"Mozambique",2.71800053195538,0.246013800736,"Low","Low"
"Yemen",2.70671597808907,0.39039262782,"Low","Low"
"Madagascar",2.70136121295141,0.453051567915,"Low","Low"
"Cameroon",2.93332481342537,0.390808832613,"Medium","Low"
"Angola",1.81319474994812,0.376751289588,"Medium","Low"
"Côte d'Ivoire",3.24376354037598,0.376770438861,"Low","Low"
"Niger",1.52605630349505,0.190867912245,"Low","Low"
"Burkina Faso",3.21406426787098,0.366512848976,"Low","Low"
"Malawi",3.96347628701706,0.270447787211,"Low","Low"
"Mali",1.69193913394584,0.207545545033,"Low","Low"
"Zimbabwe",2.9263821954192,0.436552367552,"Low","Low"
"Senegal",3.34603697048488,0.33313453042,"Low","Low"
"Chad",1.25561603747777,0.300647773694,"Low","Low"
"Rwanda",5.27397344315852,0.291477490004,"Medium","Low"
"Guinea",2.905807566026,0.380196288552,"Low","Low"
"Benin",3.4968105458651,0.287091310813,"Low","Low"
"Haiti",5.32359517373231,0.352464773171,"Low","Low"
"Burundi",4.99916981598698,0.230270066167,"Low","Low"
"Papua New Guinea",1.9387416595767,0.322585952202,"Low","Low"
"Togo",3.86953295380719,0.405004116713,"Low","Low"
"Eritrea",2.9912221180761,0.372714920966,"Low","Low"
"Sierra Leone",3.79166164875696,0.276485842557,"Low","Low"
"Central African Republic",1.2947271675944,0.29526321614,"Low","Low"
"Liberia",2.83321334405622,0.338585041912,"Low","Low"
"Mauritania",0.398776119957368,0.34731618933,"Low","Low"
"Lesotho",3.76259449193622,0.443326006042,"Low","Low"
"Gambia",3.97874663747105,0.300399976217,"Low","Low"
"Guinea-Bissau",3.12015985192904,0.395648966372,"Low","Low"
"Swaziland",3.54760386675598,0.477427043017,"Medium","Low"
"Djibouti",2.74791173452734,0.452387263808,"Low","Low"
"Equatorial Guinea",2.06432790386979,0.475758349065,"Medium","Low"
"Comoros",4.97466263363744,0.479475940629,"Low","Low"
"Solomon Islands",2.09433015417359,0.47465357164,"Low","Low"
"India",5.35945950149027,0.368713097941,"Medium","Medium"
"Indonesia",4.32809829264833,0.470842319638,"Medium","Medium"
"Bangladesh",6.35071118141453,0.336275882429,"Medium","Medium"
"Philippines",5.06253173988476,0.565594863527,"Medium","Medium"
"Viet Nam",5.11547567450719,0.462962326972,"Medium","Medium"
"Egypt",3.80376941998789,0.451963570231,"Medium","Medium"
"South Africa",3.17136484219715,0.568714828622,"Medium","Medium"
"Iraq",3.44169932497149,0.499863924189,"Medium","Medium"
"Morocco",3.79188720418817,0.399324908835,"Medium","Medium"
"Uzbekistan",3.57850639663257,0.648438438226,"Medium","Medium"
"Ghana",3.8091039514203,0.422875894206,"Medium","Medium"
"Syrian Arab Republic",3.87867302574659,0.528122339324,"Medium","Medium"
"Guatemala",4.1634040981536,0.4449646181,"Medium","Medium"
"Cambodia",3.61091791264422,0.251184215718,"Medium","Medium"
"Zambia",2.05027016437956,0.421778634016,"Medium","Medium"
"Bolivia, Plurinational State of",1.58719230348678,0.493578978299,"Medium","Medium"
"Tajikistan",3.3098128198603,0.52858512175,"Medium","Medium"
"Honduras",3.47939222924721,0.461196322624,"Medium","Medium"
"Paraguay",2.06178660644112,0.549861354835,"Medium","Medium"
"Lao People's Democratic Republic",2.61958321977988,0.339690653337,"Medium","Medium"
"El Salvador",5.40055802049458,0.517445520733,"Medium","Medium"
"Nicaragua",3.22286784613774,0.482848183479,"Medium","Medium"
"Kyrgyzstan",2.90526037038992,0.586466262933,"Medium","Medium"
"Turkmenistan",1.76814960358892,0.686610065245,"Medium","Medium"
"Congo",1.65822807660353,0.542186814393,"Medium","Medium"
"Palestine, State of",5.49211449306702,0.671312503487,"Medium","Medium"
"Moldova, Republic of",4.77482856882865,0.597587303563,"Medium","Medium"
"Mongolia",0.0769610411361284,0.514610254687,"Medium","Medium"
"Namibia",0.207014169384326,0.550055703466,"Medium","Medium"
"Botswana",0.506817602368452,0.47016317867,"Medium","Medium"
"Gabon",0.99694863489161,0.540186785305,"Medium","Medium"
"Timor-Leste",3.65635626240838,0.464551845849,"Medium","Medium"
"Guyana",1.28370777234479,0.515983342855,"Medium","Medium"
"Bhutan",2.17361471169709,0.569431596765,"Medium","Medium"
"Cape Verde",4.31588683216934,0.572500346874,"Medium","Medium"
"Maldives",6.24091891321199,0.598659433439,"Medium","Medium"
"Vanuatu",2.2523438765573,0.616381670908,"Medium","Medium"
"Sao Tome and Principe",4.5529290741424,0.494982198449,"Medium","Medium"
"Samoa",3.97010321650467,0.654054767522,"Medium","Medium"
"Micronesia, Federated States of",4.64429474067214,0.626539596909,"Medium","Medium"
"Kiribati",4.21685713669749,0.599046137463,"Medium","Medium"
"United States",3.15359035816957,0.825386232848,"High","Very High"
"Japan",5.72613087831996,0.772330578662,"High","Very High"
"Germany",5.40155062118969,0.738572730759,"High","Very High"
"France",4.42879093864977,0.721890646354,"High","Very High"
"United Kingdom",5.43799234862052,0.734593311669,"High","Very High"
"Italy",5.22918162771317,0.718406371826,"High","Very High"
"Korea, Republic of",5.94093411955825,0.628369319397,"High","Very High"
"Spain",4.30784173648451,0.701506862884,"High","Very High"
"Argentina",2.31845844215034,0.665415359579,"High","Very High"
"Poland",4.73602299440685,0.687417741021,"High","Very High"
"Canada",0.896088024556636,0.808563584815,"High","Very High"
"Saudi Arabia",1.52169899812609,0.583069085035,"High","Very High"
"Australia",0.647103242058538,0.840945132535,"High","Very High"
"Chile",2.69395127672271,0.640006039882,"High","Very High"
"Netherlands",5.82667834340309,0.783321561555,"High","Very High"
"Cuba",4.48548534304211,0.681340679657,"High","Very High"
"Greece",4.2916915584923,0.713013845569,"High","Very High"
"Belgium",5.77718781907248,0.752518810193,"High","Very High"
"Czech Republic",4.87344005491841,0.761692275712,"High","Very High"
"Portugal",4.66051028102126,0.643117951606,"High","Very High"
"Hungary",4.75056838867745,0.695809706019,"High","Very High"
"Sweden",2.91614779421115,0.776305433873,"High","Very High"
"United Arab Emirates",2.49650578563135,0.640336788274,"High","Very High"
"Austria",4.50069816439138,0.735778400131,"High","Very High"
"Switzerland",5.02834422787703,0.805717077337,"High","Very High"
"Israel",5.19467759178828,0.748782404967,"High","Very High"
"Hong Kong",8.43992546325645,0.697706621179,"High","Very High"
"Denmark",4.77811458096945,0.781162966418,"High","Very High"
"Slovakia",4.6263444212195,0.746901367991,"High","Very High"
"Finland",2.64830019669644,0.75180221819,"High","Very High"
"Singapore",8.15042462064367,0.744458671112,"High","Very High"
"Norway",2.53449014997683,0.792797737295,"High","Very High"
"Ireland",3.88424062441569,0.734402741717,"High","Very High"
"New Zealand",2.46044317760963,0.792916305237,"High","Very High"
"Croatia",4.35465543787775,0.689004610092,"High","Very High"
"Kuwait",4.34302589732415,0.701600363988,"High","Very High"
"Lithuania",3.96347628701706,0.736838818371,"High","Very High"
"Qatar",2.97501923195645,0.729471315096,"High","Very High"
"Slovenia",4.50391235391386,0.769230085825,"High","Very High"
"Latvia",3.66125128699646,0.710201714202,"High","Very High"
"Bahrain",6.29406601975691,0.677033002283,"High","Very High"
"Estonia",3.48400549284947,0.730281181283,"High","Very High"
"Cyprus",4.30474054071381,0.660745611264,"High","Very High"
"Luxembourg",4.94705631245338,0.729183743734,"High","Very High"
"Malta",6.9511020834855,0.70437873327,"High","Very High"
"Brunei Darussalam",3.51005178657424,0.740192018122,"High","Very High"
"Iceland",0.792992515529661,0.754413002133,"High","Very High"
"Andorra",4.34276592072058,0.830264849189,"High","Very High"
"Liechtenstein",5.09067800176979,0.882389782846,"High","Very High"
