"Country","Log_Density","HDI","HDI_Rank","HDI_2013_Rank"
"China",4.630155438682,0.422886003066,"Medium","High"
"Brazil",2.66025953726586,0.545037002092,"Medium","High"
"Russian Federation",2.09309786812732,0.716779093706,"Medium","High"
"Mexico",3.5743099993708,0.595231480191,"Medium","High"
"Iran, Islamic Republic of",3.16124671203156,0.490056267607,"Medium","High"
"Turkey",4.02980604108453,0.495850707325,"Medium","High"
"Thailand",4.52352619694758,0.503415337228,"Medium","High"
"Colombia",3.16336311493794,0.556941844518,"Medium","High"
"Ukraine",4.41618648632059,0.667944396133,"Medium","High"
"Algeria",2.10169215061466,0.509146288567,"Medium","High"
"Venezuela, Bolivarian Republic of",2.80638610182307,0.639114393734,"Medium","High"
"Peru",2.60120710548416,0.59454560629,"Medium","High"
"Malaysia",3.73647843291322,0.576968956426,"Medium","High"
"Romania",4.54669325622912,0.685096726295,"Medium","High"
"Sri Lanka",5.43428952807125,0.56907107929,"Medium","High"
"Kazakhstan",1.6752256529721,0.679128894294,"Medium","High"
"Ecuador",3.3282682016394,0.604952364483,"Medium","High"
"Tunisia",3.65221546974235,0.483703314002,"Medium","High"
"Dominican Republic",4.78381833741574,0.527214179691,"Medium","High"
"Serbia",4.76131886847802,0.71253763814,"Medium","High"
"Azerbaijan",4.26521188008205,0.639397815499,"Medium","High"
"Belarus",3.84009726585656,0.779361332326,"Medium","High"
"Jordan",3.20720802000052,0.5873931345,"Medium","High"
"Bulgaria",4.38115125163793,0.657760450491,"Medium","High"
"Libya",0.559615787935423,0.641125104508,"Medium","High"
"Costa Rica",3.8275538488017,0.604742904105,"Medium","High"
"Lebanon",5.52337907701815,0.758921988089,"Medium","High"
"Georgia",4.28744119218401,0.732647609927,"Medium","High"
"Panama",3.23671574299653,0.626785209329,"Medium","High"
"Bosnia and Herzegovina",4.38439881881894,0.725688420255,"Medium","High"
"Oman",1.69193913394584,0.77987193249,"Medium","High"
"Uruguay",2.80638610182307,0.657716389883,"Medium","High"
"Albania",4.55534949100414,0.602567321332,"Medium","High"
"Armenia",4.64333264708244,0.631638773661,"Medium","High"
"Jamaica",5.2677550609654,0.614209098301,"Medium","High"
