"Country","Log_Density","HDI","HDI_Rank","HDI_2013_Rank"
"China",4.89350204728137,0.591315869093,"Medium","High"
"Brazil",3.02042488614436,0.682218681703,"Medium","High"
"Russian Federation",2.15176220325946,0.716779093706,"Medium","High"
"Mexico",3.96385615406816,0.698827713454,"Medium","High"
"Iran, Islamic Republic of",3.68862942285873,0.652451957146,"Medium","High"
"Turkey",4.39358458350761,0.65304435397,"Medium","High"
"Thailand",4.79818437232079,0.648778175271,"Medium","High"
"Colombia",3.5562048372094,0.654780694345,"Medium","High"
"Ukraine",4.39765389055958,0.667944396133,"Medium","High"
"Algeria",2.58926666511224,0.634120315992,"Medium","High"
"Venezuela, Bolivarian Republic of",3.28690823526003,0.677430213344,"Medium","High"
"Peru",3.00716665117965,0.681539139063,"Medium","High"
"Malaysia",4.26310232300972,0.716552963108,"Medium","High"
"Romania",4.54616300540806,0.705812645868,"Medium","High"
"Sri Lanka",5.66031810324212,0.678914330847,"Medium","High"
"Kazakhstan",1.67896397508271,0.679128894294,"Medium","High"
"Ecuador",3.78872478908365,0.658438715573,"Medium","High"
"Tunisia",4.06714464229545,0.652601801698,"Medium","High"
"Dominican Republic",5.18054683081353,0.644855707679,"Medium","High"
"Serbia",4.88726166012663,0.71253763814,"Medium","High"
"Azerbaijan",4.54052499249456,0.639397815499,"Medium","High"
"Belarus",3.87286629022695,0.779361332326,"Medium","High"
"Jordan",3.94449019556565,0.705430028952,"Medium","High"
"Bulgaria",4.27860867547539,0.713545783846,"Medium","High"
"Libya",1.07840958135059,0.744505470074,"Medium","High"
"Costa Rica",4.34263590706896,0.705108357458,"Medium","High"
"Lebanon",5.73998581961641,0.758921988089,"Medium","High"
"Georgia",4.22038966907276,0.732647609927,"Medium","High"
"Panama",3.66535490906698,0.708782522277,"Medium","High"
"Bosnia and Herzegovina",4.3173547713133,0.725688420255,"Medium","High"
"Oman",2.33408376005342,0.77987193249,"Medium","High"
"Uruguay",2.93651291389402,0.740035769112,"Medium","High"
"Albania",4.74458424177077,0.655163029347,"Medium","High"
"Armenia",4.63686263272058,0.647993289529,"Medium","High"
"Jamaica",5.45924503065432,0.671177184366,"Medium","High"
"Macedonia, the former Yugoslav Republic of",4.39444915467244,0.728012719362,"Medium","High"
"Trinidad and Tobago",5.51048085701908,0.696868550443,"Medium","High"
"Mauritius",6.36454419507199,0.685992259464,"Medium","High"
"Fiji",3.79413996477143,0.674311323689,"Medium","High"
"Montenegro",3.77413929806476,0.783764240787,"Medium","High"
"Suriname",1.05082162483176,0.698179183976,"Medium","High"
"Bahamas",3.0624559055969,0.766010089175,"Medium","High"
"Belize",2.34276688262688,0.674554668331,"Medium","High"
"Barbados",6.42889655888887,0.745286384641,"Medium","High"
"Saint Lucia",5.54075361124266,0.714106139223,"Medium","High"
"Saint Vincent and the Grenadines",5.62628929195786,0.717072300928,"Medium","High"
