"Country","Log_Density","HDI","HDI_Rank","HDI_2013_Rank"
"China",4.79942031364732,0.501584171987,"Medium","High"
"Brazil",2.86676189225703,0.611772479524,"Medium","High"
"Russian Federation",2.16102152867226,0.729404566071,"Medium","High"
"Mexico",3.77597416096487,0.646857103008,"Medium","High"
"Iran, Islamic Republic of",3.53222564406856,0.55185404573,"Medium","High"
"Turkey",4.23656724261249,0.575663322405,"Medium","High"
"Thailand",4.70120737418503,0.571900243068,"Medium","High"
"Colombia",3.37553763488158,0.596163012763,"Medium","High"
"Ukraine",4.44933475442996,0.705181213969,"Medium","High"
"Algeria",2.39971180372477,0.576421502704,"Medium","High"
"Venezuela, Bolivarian Republic of",3.07454345397828,0.644264686368,"Medium","High"
"Peru",2.82967768922391,0.61528129411,"Medium","High"
"Malaysia",4.0115062839131,0.64079095318,"Medium","High"
"Romania",4.58914242491089,0.702530373282,"Medium","High"
"Sri Lanka",5.57613847915294,0.620331841548,"Medium","High"
"Kazakhstan",1.78339121955754,0.685571994777,"Medium","High"
"Ecuador",3.57515068878559,0.642565964501,"Medium","High"
"Tunisia",3.90640726664251,0.566993651442,"Medium","High"
"Dominican Republic",5.00179634542905,0.589091943161,"Medium","High"
"Serbia",4.8335798469748,0.726454059282,"Medium","High"
"Azerbaijan",4.42292862599431,0.639397815499,"Medium","High"
"Belarus",3.90035520056046,0.779361332326,"Medium","High"
"Jordan",3.59401917308998,0.622213781118,"Medium","High"
"Bulgaria",4.37613430896904,0.696220655795,"Medium","High"
"Libya",0.883767540168595,0.684254354484,"Medium","High"
"Costa Rica",4.09850257237076,0.652049997893,"Medium","High"
"Lebanon",5.56029694164744,0.758921988089,"Medium","High"
"Georgia",4.36105832823768,0.732647609927,"Medium","High"
"Panama",3.45946628978613,0.651273922441,"Medium","High"
"Bosnia and Herzegovina",4.48345442730399,0.725688420255,"Medium","High"
"Oman",2.14241634084122,0.77987193249,"Medium","High"
"Uruguay",2.87073578337931,0.690640229921,"Medium","High"
"Albania",4.78665806203347,0.608613829145,"Medium","High"
"Armenia",4.7787873021519,0.631638773661,"Medium","High"
"Jamaica",5.37147488716576,0.637984132364,"Medium","High"
"Macedonia, the former Yugoslav Republic of",4.37374241508618,0.728012719362,"Medium","High"
"Trinidad and Tobago",5.4735303841047,0.657979127028,"Medium","High"
"Mauritius",6.24929933821212,0.620531639372,"Medium","High"
"Fiji",3.68512240523622,0.618733948006,"Medium","High"
"Montenegro",3.78077471881819,0.783764240787,"Medium","High"
"Suriname",0.912282710476616,0.698179183976,"Medium","High"
"Bahamas",2.91017438519234,0.766010089175,"Medium","High"
"Belize",2.10291389786498,0.639647315352,"Medium","High"
"Barbados",6.398478455206,0.706335532384,"Medium","High"
"Saint Lucia",5.41177997145884,0.714106139223,"Medium","High"
"Saint Vincent and the Grenadines",5.62628929195786,0.717072300928,"Medium","High"
"Grenada",5.63146264640956,0.743957270564,"Medium","High"
"Tonga",4.84426582351623,0.631432123236,"Medium","High"
"Seychelles",5.02157523413459,0.74250017525,"Medium","High"
"Antigua and Barbuda",4.94128521596146,0.774010047304,"Medium","High"
"Dominica",4.54499546295202,0.690585739012,"Medium","High"
"Saint Kitts and Nevis",5.05681888951185,0.746575195914,"Medium","High"
"Palau",3.48890296208126,0.74141864822,"Medium","High"
"Pakistan",4.92855718306065,0.402233372149,"Medium","Low"
"Nigeria",4.63966822639566,0.491974895988,"Medium","Low"
"Ethiopia",3.75232362667047,0.283528693235,"Low","Low"
"Congo, the Democratic Republic of the",2.70001802940495,0.318908420665,"Low","Low"
"Myanmar",4.12842387587496,0.347460973053,"Medium","Low"
"Tanzania, United Republic of",3.29472513715164,0.353962091845,"Low","Low"
"Kenya",3.69486152579148,0.471340856585,"Medium","Low"
"Sudan",2.38416507998647,0.342105799368,"Low","Low"
"Uganda",4.30797635316372,0.309748636882,"Low","Low"
"Afghanistan",2.89701630061483,0.296107591532,"Low","Low"
"Nepal",4.81259077683707,0.388385285231,"Medium","Low"
"Mozambique",2.82908719614504,0.215630228668,"Low","Low"
"Yemen",3.10593106585207,0.39039262782,"Low","Low"
"Madagascar",2.97909463240097,0.453051567915,"Low","Low"
"Cameroon",3.23435539571659,0.439708325392,"Medium","Low"
