id	rate
32033	0.000390
32510	0.035713
33001	0.016153
33003	0.005492
33005	0.013809
33007	0.003393
33009	0.048090
33011	0.109291
33013	0.047091
33015	0.074576
33017	0.034049
33019	0.005483
34001	0.159081
34003	0.800082
34005	0.166637
34007	0.307142
34009	0.040562
34011	0.070634
34013	0.375731
34015	0.063394
34017	0.143516
34019	0.035404
34021	0.206737
34023	0.430829
34025	0.367326
34027	0.261432
34029	0.345933
34031	0.189876
34033	0.016412
34035	0.249417
34037	0.040164
34039	0.271735
34041	0.039251
35001	0.148417
35003	0.000042
35005	0.021286
35006	0.000902
35007	0.002161
35009	0.009739
35011	0.000299
35013	0.047658
35015	0.009547
35017	0.005775
35019	0.000440
35021	0.000000
35023	0.000251
35025	0.004932
35027	0.003551
35028	0.004062
35029	0.004661
35031	0.012068
35033	0.000038
35035	0.014665
35037	0.000663
35039	0.002251
35041	0.001467
35043	0.005586
35045	0.022464
35047	0.003606
35049	0.039517
35051	0.000593
35053	0.000997
35055	0.004879
35057	0.000524
35059	0.000329
35061	0.002493
36001	0.144574
36003	0.004542
36005	0.230667
36007	0.068667
36009	0.014672
36011	0.012635
36013	0.025260
36015	0.028369
36017	0.005053
36019	0.029649
36021	0.013784
36023	0.012049
36025	0.003079
36027	0.129298
36029	0.189452
36031	0.002265
36033	0.009821
36035	0.006963
36037	0.005174
36039	0.005715
36041	0.000501
36043	0.003984
36045	0.024421
36047	0.926680
36049	0.001850
36051	0.003568
36053	0.009836
36055	0.116876
36057	0.014233
36059	1.145324
36061	1.064313
36063	0.019299
36065	0.092571
36067	0.231894
36069	0.017265
36071	0.174673
36073	0.001802
36075	0.013027
36077	0.020757
36079	0.029726
36081	0.468846
36083	0.028054
36085	0.151548
36087	0.159178
36089	0.019214
36091	0.030065
36093	0.038162
36095	0.001249
36097	0.001353
36099	0.001768
36101	0.017595
36103	0.712192
36105	0.015100
36107	0.002113
36109	0.018611
36111	0.044119
36113	0.025645
36115	0.003741
36117	0.004462
36119	0.482245
36121	0.004839
36123	0.000887
37001	0.228572
37003	0.002324
37005	0.001771
37007	0.001921
37009	0.003763
37011	0.002140
37013	0.013470
37015	0.012786
37017	0.003096
37019	0.023726
37021	0.171383
37023	0.029385
37025	0.060586
37027	0.008763
37031	0.021909
37033	0.000730
37035	0.089410
37037	0.001821
37039	0.006571
37041	0.005765
37043	0.001211
37045	0.033604
37047	0.019410
37049	0.070125
37051	0.105756
37053	0.001265
37055	0.007402
37057	0.010896
37059	0.003689
37061	0.007611
37063	0.163588
37065	0.007369
37067	0.148746
37069	0.005297
37071	0.073138
37073	0.001920
37075	0.001048
37077	0.007193
37079	0.001843
37081	0.367137
37083	0.015604
37085	0.016524
37087	0.018069
37089	0.041222
37091	0.007658
37093	0.002222
37095	0.000234
37097	0.059614
37099	0.009559
37101	0.032233
37103	0.004966
37105	0.017085
37107	0.028599
37109	0.010508
37111	0.003847
37113	0.007995
37115	0.001049
37117	0.006361
37119	0.375640
37121	0.001989
37123	0.000951
37125	0.102294
37127	0.056296
37129	0.192379
37131	0.001770
37133	0.024925
37135	0.055681
37137	0.001693
37139	0.020234
37141	0.005222
37143	0.000860
37145	0.004629
37147	0.146211
37149	0.004113
37151	0.015852
37153	0.011386
37155	0.035810
37157	0.014134
37159	0.026850
37161	0.013625
37163	0.010580
37165	0.012256
37167	0.012111
37169	0.002366
37171	0.016443
37173	0.001966
37175	0.006180
37177	0.000180
37179	0.025437
37181	0.011368
37183	0.270022
37185	0.000028
37187	0.001553
37189	0.020225
37191	0.064082
37193	0.011714
37195	0.033625
37197	0.002205
37199	0.002209
38001	0.000464
38003	0.001543
38005	0.000151
38009	0.000477
38011	0.000051
38013	0.000020
38015	0.052048
38017	0.057124
38019	0.000153
38021	0.001377
38023	0.000062
38025	0.000077
38027	0.000123
38029	0.000103
38031	0.000216
38033	0.000099
38035	0.022098
38037	0.000059
38039	0.000152
38041	0.000076
38043	0.000101
38045	0.000151
38047	0.000089
38049	0.000154
38051	0.000235
38053	0.000201
38055	0.000409
38057	0.000535
38059	0.003058
38061	0.000329
38063	0.000203
38065	0.000020
38067	0.000635
38069	0.000343
38071	0.002448
38073	0.000622
38075	0.000085
38077	0.001802
38079	0.000478
38081	0.000115
38083	0.000016
38085	0.000300
38089	0.004045
38091	0.000005
38093	0.005087
38095	0.000148
38097	0.000701
38099	0.000729
38101	0.012658
38103	0.000895
38105	0.003209
39001	0.002812
39003	0.055892
39005	0.006493
39007	0.019454
39009	0.008952
39011	0.007288
39013	0.010449
39015	0.004012
39017	0.065935
39019	0.000585
39021	0.001448
39023	0.031977
39025	0.039921
39027	0.007034
39029	0.018337
39031	0.003782
39033	0.005528
39035	0.531482
39037	0.011929
39039	0.008522
39041	0.016430
39043	0.035854
39045	0.024228
39047	0.001732
39049	0.419696
39051	0.004181
39053	0.017101
39055	0.016250
39057	0.016522
39059	0.007822
39061	0.332485
39063	0.029368
39065	0.002175
39067	0.000341
39069	0.001775
39071	0.005778
39073	0.001300
39075	0.001399
39077	0.011925
39079	0.003598
39081	0.022328
39083	0.007601
39085	0.053477
39087	0.007202
39089	0.022641
39091	0.005835
39093	0.066351
39095	0.193378
39097	0.002051
39099	0.105105
39101	0.024636
39103	0.023149
39105	0.001380
39107	0.004331
39109	0.015799
39111	0.000629
39113	0.211089
39115	0.000675
39117	0.001963
39119	0.031616
39121	0.000424
39123	0.003114
39125	0.000648
39127	0.001935
39129	0.008763
39131	0.002270
39133	0.016602
39135	0.008203
39137	0.002801
39139	0.046252
39141	0.017133
39143	0.005382
39145	0.063776
39147	0.007169
39149	0.007980
39151	0.127881
39153	0.134413
39155	0.036589
39157	0.016447
39159	0.004777
39161	0.003743
39163	0.000263
39165	0.029331
39167	0.026267
39169	0.017032
39171	0.007701
39173	0.016185
39175	0.001566
40001	0.002040
40003	0.000269
40005	0.000855
40007	0.000060
40009	0.006661
40011	0.000499
40013	0.010703
40015	0.001044
40017	0.005803
40019	0.023620
40021	0.009957
40023	0.004388
40025	0.000098
40027	0.045739
40029	0.000612
40031	0.034278
40033	0.000097
40035	0.001646
40037	0.004000
40039	0.004966
40041	0.007295
40043	0.000343
40045	0.000445
40047	0.030250
40049	0.003163
40051	0.005401
40053	0.001120
40055	0.000330
40057	0.000713
40059	0.000228
40061	0.001617
40063	0.000634
40065	0.005482
40067	0.000464
40069	0.001061
40071	0.010675
40073	0.001450
40075	0.001051
40077	0.002975
40079	0.004774
40081	0.002042
40083	0.001537
40085	0.000111
40087	0.003026
40089	0.002664
40091	0.001624
40093	0.000288
40095	0.001207
40097	0.004347
40099	0.001566
40101	0.032953
40103	0.000752
40105	0.000449
40107	0.000378
40109	0.369134
40111	0.004462
40113	0.000853
40115	0.005317
40117	0.001191
40119	0.015650
40121	0.014354
40123	0.009726
40125	0.012380
40127	0.001253
40129	0.000010
40131	0.010403
40133	0.003634
40135	0.001899
40137	0.010367
40139	0.001570
40141	0.000707
40143	0.267176
40145	0.002497
40147	0.019289
40149	0.000288
40151	0.000871
40153	0.003909
41001	0.002049
41003	0.013052
41005	0.019251
41007	0.004667
41009	0.001148
41011	0.023485
41013	0.001296
41015	0.007357
41017	0.068497
41019	0.024523
41021	0.000052
41023	0.000148
41025	0.000532
41027	0.002464
41029	0.085882
41031	0.000871
41033	0.016630
41035	0.012481
41037	0.000467
41039	0.085060
41041	0.003636
41043	0.006666
41045	0.004912
41047	0.054132
41049	0.000142
41051	0.119462
41053	0.001569
41055	0.000039
41057	0.000411
41059	0.014876
41061	0.004121
41063	0.000568
41065	0.005960
41067	0.060970
41069	0.000007
41071	0.010166
42001	0.020351
42003	0.356996
42005	0.006388
42007	0.020084
42009	0.003602
42011	0.118111
42013	0.044082
42015	0.036906
42017	0.212369
42019	0.020169
42021	0.033598
42023	0.000531
42025	0.015224
42027	0.024669
42029	0.135831
42031	0.004766
42033	0.024565
42035	0.005205
42037	0.009063
42039	0.018936
42041	0.097347
42043	0.074426
42045	0.231441
42047	0.007201
42049	0.087980
42051	0.021694
42053	0.000189
42055	0.042955
42057	0.001214
42059	0.002934
42061	0.005147
42063	0.010896
42065	0.009522
42067	0.001547
42069	0.122534
42071	0.124531
42073	0.016184
42075	0.027807
42077	0.156518
42079	0.135831
42081	0.035044
42083	0.008914
42085	0.026727
42087	0.010269
42089	0.041980
42091	0.612699
42093	0.027667
42095	0.120591
42097	0.013594
42099	0.002232
42101	0.542348
42103	0.009170
42105	0.002584
42107	0.041074
42109	0.009240
42111	0.005535
42113	0.000605
42115	0.005511
42117	0.004880
42119	0.016572
42121	0.016418
42123	0.011393
42125	0.028725
42127	0.008527
42129	0.059379
42131	0.003100
42133	0.121235
44001	0.005210
44003	0.044641
44005	0.014100
44007	0.227304
44009	0.044088
45001	0.002268
45003	0.050002
45005	0.000436
45007	0.077591
45009	0.001966
45011	0.001916
45013	0.077977
45015	0.014694
45017	0.000034
45019	0.254897
45021	0.012643
45023	0.003593
45025	0.003991
45027	0.009222
45029	0.012027
45031	0.011843
45033	0.005055
45035	0.019551
45037	0.002760
45039	0.001097
45041	0.106331
45043	0.028004
45045	0.188660
45047	0.031495
45049	0.003284
45051	0.164728
45053	0.007845
45055	0.016563
45057	0.021497
45059	0.010711
45061	0.000834
45063	0.080266
45065	0.000036
45067	0.009499
45069	0.004626
45071	0.007073
45073	0.025736
45075	0.028129
45077	0.025767
45079	0.179586
45081	0.000092
45083	0.088055
45085	0.039165
45087	0.003011
45089	0.002891
45091	0.053873
46003	0.000037
46005	0.002613
46007	0.000136
46009	0.000267
46011	0.002891
46013	0.023480
46015	0.000436
46017	0.000157
46019	0.000305
46021	0.000026
46023	0.000974
46025	0.000154
46027	0.001199
46029	0.009014
46031	0.000018
46033	0.000248
46035	0.008508
46037	0.000377
46039	0.000115
46041	0.000098
46043	0.000052
46045	0.000157
46047	0.000580
46049	0.000054
46051	0.000776
46053	0.000416
46055	0.000139
46057	0.000120
46059	0.000273
46063	0.000026
46065	0.003912
46067	0.000412
46069	0.000033
46071	0.000047
46073	0.000087
46075	0.000023
46077	0.000555
46079	0.001064
46081	0.004678
46083	0.024714
46085	0.000071
46087	0.000664
46089	0.000188
46091	0.000283
46093	0.001287
46095	0.000043
46097	0.000210
46099	0.071483
46101	0.000182
46103	0.050643
46105	0.000291
46107	0.001140
46109	0.000299
46111	0.000040
46113	0.000401
46115	0.000078
46117	0.000007
46119	0.000018
46121	0.000500
46123	0.000738
46125	0.000335
46127	0.014798
46129	0.000346
46135	0.010533
47001	0.032116
47003	0.005135
47005	0.002112
47007	0.000709
47009	0.024751
47011	0.030662
47013	0.007277
47015	0.001315
47017	0.008267
47019	0.007011
47021	0.001618
47023	0.001893
47025	0.003963
47027	0.001122
47029	0.003720
47031	0.030154
47033	0.001401
47035	0.030206
47037	0.446253
47039	0.002563
47041	0.002396
47043	0.012740
47045	0.020066
47047	0.002493
47049	0.006366
47051	0.008421
47053	0.010231
47055	0.005285
47057	0.001029
47059	0.013385
47061	0.001375
47063	0.030163
47065	0.205955
47067	0.001050
47069	0.002904
47071	0.007424
47073	0.004586
47075	0.003120
47077	0.006010
47079	0.015621
47081	0.000872
47083	0.001150
47085	0.002869
47087	0.000748
47089	0.007180
47091	0.001666
47093	0.262182
47095	0.000817
47097	0.002095
47099	0.010605
47101	0.000719
47103	0.002974
47105	0.005595
47107	0.010561
47109	0.004507
47111	0.003419
47113	0.103776
47115	0.003185
47117	0.003282
47119	0.035423
47121	0.000333
47123	0.006001
47125	0.030592
47127	0.000259
47129	0.003325
47131	0.006649
47133	0.004184
47135	0.001716
47137	0.001970
47139	0.001474
47141	0.042900
47143	0.004812
47145	0.008183
47147	0.007074
47149	0.053227
47151	0.004694
47153	0.001600
47155	0.011319
47157	0.426456
47159	0.002835
47161	0.000998
47163	0.082407
47165	0.028567
47167	0.005444
47169	0.000856
47171	0.002352
47173	0.001168
47175	0.000187
47177	0.010310
47179	0.066761
47181	0.003214
47183	0.010502
47185	0.005468
47187	0.066417
47189	0.018051
48001	0.016322
48003	0.000836
48005	0.041965
48007	0.003918
48009	0.000151
48011	0.000137
48013	0.004003
48015	0.002209
48017	0.000634
48019	0.001072
48021	0.004704
48023	0.000332
48025	0.003785
48027	0.059484
48029	0.581685
48031	0.000857
48035	0.000709
48037	0.071250
48039	0.034436
48041	0.060362
48043	0.000598
48045	0.000013
48047	0.000495
48049	0.015528
48051	0.000248
48053	0.014856
48055	0.002607
48057	0.001719
48059	0.000526
48061	0.108249
48063	0.001574
48065	0.000200
48067	0.001580
48069	0.000046
48071	0.000870
48073	0.004815
48075	0.000636
48077	0.000585
48079	0.000116
48081	0.000047
48083	0.000380
48085	0.173202
48087	0.000193
48089	0.008844
48091	0.033661
48093	0.003136
48095	0.000091
48097	0.003959
48099	0.002512
48101	0.000057
48103	0.000136
48105	0.000163
48107	0.000159
48109	0.000012
48111	0.000120
48113	1.035822
48115	0.000495
48117	0.000322
48119	0.000022
48121	0.119014
48123	0.001057
48125	0.000056
48127	0.002865
48129	0.000229
48131	0.000196
48133	0.001708
48135	0.042217
48137	0.000095
48139	0.019149
48141	0.164671
48143	0.006038
48145	0.000865
48147	0.002196
48149	0.005602
48151	0.000049
48153	0.000187
48155	0.000066
48157	0.078455
48159	0.000468
48161	0.002642
48163	0.000442
48165	0.002037
48167	0.050678
48169	0.000243
48171	0.016022
48175	0.000183
48177	0.001406
48179	0.003995
48181	0.079821
48183	0.068461
48185	0.001615
48187	0.022235
48189	0.004993
48191	0.000194
48193	0.000960
48195	0.000343
48197	0.000289
48199	0.002800
48201	1.299966
48203	0.008045
48207	0.000409
48209	0.029536
48211	0.000313
48213	0.016887
48215	0.242319
48217	0.001564
48219	0.001108
48221	0.010988
48223	0.009091
48225	0.001947
48227	0.006413
48229	0.000040
48231	0.020358
48233	0.001271
48235	0.000103
48237	0.000387
48239	0.000801
48241	0.006019
48243	0.000213
48245	0.118926
48247	0.000718
48249	0.009296
48251	0.021079
48253	0.000888
48255	0.001345
48257	0.007165
48259	0.005084
48263	0.000091
48265	0.029189
48267	0.000311
48271	0.000076
48273	0.004372
48275	0.000251
48277	0.035685
48279	0.000731
48281	0.004049
48283	0.000225
48285	0.002554
48287	0.001079
48289	0.000580
48291	0.008192
48293	0.002056
48295	0.000056
48297	0.000030
48299	0.001811
48303	0.144018
48305	0.000314
48307	0.000600
48309	0.062783
48313	0.000678
48315	0.000490
48317	0.000067
48319	0.000086
48321	0.006971
48323	0.010923
48325	0.002942
48327	0.000082
48329	0.051622
48331	0.001084
48333	0.000313
48335	0.000314
48337	0.001127
48339	0.119382
48341	0.001262
48343	0.000647
48345	0.000052
48347	0.027916
48349	0.008182
48351	0.000222
48353	0.001425
48355	0.127112
48357	0.000467
48359	0.000014
48361	0.005739
48363	0.003928
48365	0.001093
48367	0.020909
48369	0.000235
48371	0.001577
48373	0.009455
48375	0.130525
48377	0.000152
48379	0.000247
48381	0.014629
48383	0.000094
48385	0.000251
48387	0.001441
48389	0.000673
48391	0.000027
48395	0.000626
48397	0.012494
48399	0.000385
48401	0.008579
48403	0.001445
48405	0.000533
48407	0.000216
48409	0.005872
48411	0.000205
48413	0.000045
48415	0.000725
48417	0.000264
48419	0.001643
48421	0.000128
48423	0.198131
48425	0.001540
48427	0.002971
48429	0.000352
48431	0.000052
48433	0.000118
48435	0.000404
48437	0.000126
48439	0.469889
48441	0.071559
48443	0.000037
48445	0.000754
48447	0.000045
48449	0.010038
48451	0.048087
48453	0.436084
48455	0.000389
48457	0.001235
48459	0.002646
48461	0.000052
48463	0.005826
48465	0.005609
48467	0.001315
48469	0.057676
48471	0.009366
48473	0.001457
48475	0.000248
48477	0.005711
48479	0.058794
48481	0.007068
48483	0.000186
48485	0.070977
48487	0.001348
48489	0.004410
48491	0.074743
48493	0.002311
48495	0.000236
48497	0.010683
48499	0.004318
48501	0.000071
48503	0.003461
48505	0.001062
48507	0.000207
49001	0.000140
49003	0.002974
49005	0.012782
49007	0.003678
49011	0.027202
49013	0.001819
49015	0.000297
49017	0.000232
49019	0.000540
49021	0.005134
49023	0.000809
49025	0.000279
49027	0.000767
49029	0.000239
49031	0.000020
49033	0.000141
49035	0.231100
49037	0.000464
49039	0.001635
49041	0.001872
49043	0.002081
49045	0.004051
49047	0.001366
49049	0.060697
49051	0.000906
49053	0.047925
49055	0.000067
49057	0.053669
50001	0.003940
50003	0.012521
50005	0.008257
50007	0.053199
50009	0.000081
50011	0.007195
50013	0.000122
50015	0.003155
50017	0.001506
50019	0.003849
50021	0.014913
50023	0.010558
50025	0.008194
50027	0.005885
51001	0.003336
51003	0.038500
51005	0.004877
51007	0.001987
51009	0.002240
51011	0.002150
51013	0.049993
51015	0.025132
51017	0.000201
51019	0.011158
51021	0.000892
51023	0.002216
51025	0.001073
51027	0.002461
51029	0.001360
51031	0.003072
51033	0.000696
51035	0.002265
51036	0.000068
51037	0.000792
51041	0.114597
51043	0.000497
51045	0.000131
51047	0.009560
51049	0.000014
51051	0.002388
51053	0.000609
51057	0.003277
51059	0.277988
51061	0.013612
51063	0.000945
51065	0.001185
51067	0.005347
51069	0.006441
51071	0.002029
51073	0.007129
51075	0.000805
51077	0.000980
51079	0.000630
51081	0.005854
51083	0.013602
51085	0.033149
51087	0.167433
51089	0.001261
51091	0.000119
51093	0.002009
51095	0.047751
51097	0.000371
51099	0.000966
51101	0.001259
51103	0.006747
51105	0.002308
51107	0.038447
51109	0.002007
51111	0.000499
51113	0.000784
51115	0.000720
51117	0.008628
51119	0.001026
51121	0.027596
51125	0.001232
51127	0.001149
51131	0.005646
51133	0.001683
51135	0.002073
51137	0.003896
51139	0.001373
51141	0.000694
51143	0.001111
51145	0.001200
51147	0.007619
51149	0.002816
51153	0.043728
51155	0.006450
51157	0.000323
51159	0.001373
51161	0.035221
51163	0.000163
51165	0.002546
51167	0.008760
51169	0.001912
51171	0.004441
51173	0.009380
51175	0.000408
51177	0.018120
51179	0.014735
51181	0.000060
51183	0.000224
51185	0.016683
51187	0.005200
51191	0.016889
51193	0.001682
51195	0.007277
51197	0.008793
51199	0.005236
51510	0.040417
51520	0.001334
51530	0.000217
51540	0.061574
51550	0.056412
51570	0.012872
51580	0.001223
51590	0.040395
51600	0.023110
51610	0.002534
51620	0.003968
51630	0.057255
51640	0.010014
51650	0.049049
51660	0.032165
51670	0.010387
51678	0.004584
51680	0.069584
51683	0.021459
51690	0.017863
51700	0.084820
51710	0.122805
51720	0.006103
51730	0.010822
51735	0.000324
51740	0.034549
51750	0.002861
51760	0.249451
51770	0.070264
51775	0.040887
51790	0.008257
51800	0.036660
51810	0.150905
51820	0.005943
51830	0.000007
51840	0.062852
53001	0.000469
53003	0.005517
53005	0.068988
53007	0.029687
53009	0.019567
53011	0.056063
53013	0.000222
53015	0.015160
53017	0.002285
53019	0.000109
53021	0.005730
53023	0.000164
53025	0.008008
53027	0.014687
53029	0.006100
53031	0.005042
53033	0.580678
53035	0.078011
53037	0.003131
53039	0.000295
53041	0.016629
53043	0.000486
53045	0.003423
53047	0.002950
53049	0.001903
53051	0.000520
53053	0.185978
53055	0.002213
53057	0.027809
53059	0.000376
53061	0.086682
53063	0.198800
53065	0.003991
53067	0.070999
53069	0.000043
53071	0.018029
53073	0.039165
53075	0.005193
53077	0.050764
54001	0.001200
54003	0.016795
54005	0.002615
54007	0.001226
54009	0.001489
54011	0.073117
54013	0.000516
54015	0.000938
54017	0.000876
54019	0.007462
54021	0.000486
54023	0.001317
54025	0.021031
54027	0.002789
54029	0.010803
54031	0.001129
54033	0.026481
54035	0.003793
54037	0.002845
54039	0.114951
54041	0.003483
54043	0.001017
54045	0.008831
54047	0.002033
54049	0.022352
54051	0.005294
54053	0.005630
54055	0.030062
54057	0.002530
54059	0.002170
54061	0.053716
54063	0.001274
54065	0.000787
54067	0.005323
54069	0.023672
54071	0.000403
54073	0.000579
54075	0.000642
54077	0.001870
54079	0.007853
54081	0.048953
54083	0.008088
54085	0.000440
54087	0.001243
54089	0.001375
54091	0.000914
54093	0.000327
54095	0.000386
54097	0.003510
54099	0.002589
54101	0.000112
54103	0.001490
54105	0.000150
54107	0.038758
54109	0.002585
55001	0.000099
55003	0.004306
55005	0.009781
55007	0.000732
55009	0.059429
55011	0.000316
55013	0.000542
55015	0.000501
55017	0.004972
55019	0.001121
55021	0.006060
55023	0.001435
55025	0.144186
55027	0.009153
55029	0.002735
55031	0.001817
55033	0.002279
55035	0.043857
55037	0.000050
55039	0.014156
55041	0.000453
55043	0.003203
55045	0.005647
55047	0.001025
55049	0.001565
55051	0.000244
55053	0.001505
55055	0.006161
55057	0.001422
55059	0.024479
55061	0.000924
55063	0.045492
55065	0.000477
55067	0.001276
55069	0.002095
55071	0.013311
55073	0.039936
55075	0.010294
55077	0.000334
55078	0.000281
55079	0.339879
55081	0.002395
55083	0.001183
55085	0.019046
55087	0.028336
55089	0.014092
55091	0.000542
55093	0.002389
55095	0.005662
55097	0.006355
55099	0.001109
55101	0.035446
55103	0.002426
55105	0.026742
55107	0.001235
55109	0.003835
55111	0.007976
55113	0.002368
55115	0.002494
55117	0.022642
55119	0.000425
55121	0.000685
55123	0.001522
55125	0.001400
55127	0.010169
55129	0.001740
55131	0.013519
55133	0.089467
55135	0.004012
55137	0.001207
55139	0.030230
55141	0.048709
56001	0.003663
56003	0.000440
56005	0.002329
56007	0.000439
56009	0.000882
56011	0.000210
56013	0.006235
56015	0.001448
56017	0.000372
56019	0.000265
56021	0.029363
56023	0.001932
56025	0.030808
56027	0.000034
56029	0.007300
56031	0.000963
56033	0.006178
56035	0.000524
56037	0.004787
56039	0.003933
56041	0.002436
56043	0.000706
56045	0.000260
60001	0.000011
66010	0.009821
69010	0.003011
72001	0.000244
72003	0.000708
72005	0.002614
72007	0.000104
72009	0.001100
72011	0.000176
72013	0.003940
72015	0.000127
72017	0.000207
72019	0.000133
72021	0.014329
72023	0.000606
72025	0.009179
72027	0.000261
72029	0.000581
72031	0.005058
72033	0.000305
72035	0.001776
72037	0.000026
72039	0.000276
72041	0.000405
72043	0.000299
72045	0.000105
72047	0.000599
72049	0.000000
72051	0.000540
72053	0.001234
72054	0.000065
72055	0.000040
72057	0.000882
72059	0.000314
72061	0.006699
72063	0.000444
72065	0.000648
72067	0.000108
72069	0.001954
72071	0.000407
72073	0.000032
72075	0.000898
72077	0.000268
72079	0.000294
72081	0.000478
72083	0.000019
72085	0.000303
72087	0.000039
72089	0.000206
72091	0.003914
72095	0.000045
72097	0.007741
72099	0.000429
72101	0.000149
72103	0.000087
72105	0.000159
72107	0.000145
72109	0.000129
72111	0.000079
72113	0.011942
72115	0.000505
72117	0.000119
72119	0.000347
72121	0.000385
72123	0.000253
72125	0.001459
72127	0.057377
72129	0.000237
72131	0.000570
72133	0.000155
72135	0.000344
72137	0.000804
72139	0.000635
72141	0.000139
72143	0.000288
72145	0.000874
72147	0.000009
72149	0.000074
72151	0.000293
72153	0.000689
78010	0.006595
78020	0.000048
78030	0.006051
