id	rate
13275	0.030178
13277	0.022858
13279	0.012983
13281	0.002097
13283	0.000347
13285	0.019544
13287	0.000439
13289	0.000011
13291	0.013804
13293	0.004848
13295	0.003593
13297	0.008873
13299	0.026435
13301	0.000271
13303	0.002240
13305	0.005627
13307	0.000054
13309	0.000220
13311	0.001628
13313	0.033862
13315	0.000245
13317	0.001729
13319	0.002228
13321	0.001278
15001	0.017490
15003	0.169849
15007	0.006599
15009	0.017746
16001	0.071211
16003	0.000054
16005	0.018119
16007	0.000327
16009	0.000455
16011	0.002438
16013	0.001912
16015	0.000100
16017	0.004292
16019	0.031234
16021	0.000429
16023	0.000060
16025	0.000001
16027	0.015196
16029	0.000176
16031	0.001295
16035	0.001075
16037	0.000093
16039	0.000997
16041	0.000682
16043	0.000206
16045	0.000404
16047	0.000687
16049	0.000637
16051	0.000748
16053	0.000443
16055	0.031598
16057	0.004140
16059	0.000708
16061	0.000160
16063	0.000093
16065	0.002629
16067	0.000380
16069	0.015703
16071	0.000189
16073	0.000310
16075	0.001914
16077	0.000169
16079	0.001212
16081	0.000266
16083	0.017195
16085	0.000900
16087	0.000366
17001	0.038702
17003	0.000682
17005	0.000973
17007	0.003191
17009	0.000295
17011	0.008231
17013	0.000115
17015	0.000963
17017	0.000470
17019	0.065018
17021	0.004843
17023	0.001150
17025	0.000715
17027	0.003009
17029	0.015332
17031	2.041724
17033	0.001776
17035	0.000423
17037	0.022288
17039	0.001081
17041	0.001552
17043	0.504187
17045	0.001307
17047	0.000462
17049	0.027448
17051	0.001390
17053	0.001025
17055	0.002206
17057	0.002776
17059	0.000207
17061	0.000837
17063	0.011148
17065	0.000910
17067	0.001276
17069	0.000433
17071	0.000095
17073	0.006270
17075	0.003082
17077	0.025238
17079	0.000672
17081	0.028977
17083	0.001175
17085	0.001352
17087	0.000682
17089	0.141617
17091	0.044349
17093	0.009779
17095	0.020632
17097	0.206077
17099	0.021431
17101	0.001468
17103	0.007779
17105	0.007648
17107	0.002196
17109	0.004940
17111	0.058418
17113	0.058258
17115	0.056743
17117	0.003658
17119	0.062248
17121	0.013620
17123	0.000909
17125	0.000240
17127	0.001846
17129	0.000362
17131	0.000558
17133	0.002465
17135	0.003133
17137	0.008221
17139	0.001303
17141	0.004188
17143	0.131322
17145	0.001645
17147	0.000339
17149	0.001090
17151	0.000152
17153	0.000625
17155	0.000351
17157	0.006462
17159	0.002550
17161	0.064922
17163	0.082200
17165	0.005805
17167	0.157066
17169	0.000348
17171	0.000127
17173	0.001310
17175	0.000273
17177	0.009679
17179	0.013663
17181	0.001320
17183	0.015140
17185	0.001094
17187	0.000819
17189	0.000942
17191	0.002037
17193	0.001816
17195	0.012375
17197	0.168871
17199	0.039151
17201	0.102819
17203	0.001765
18001	0.002037
18003	0.122224
18005	0.024732
18007	0.000846
18009	0.001513
18011	0.005521
18013	0.000485
18015	0.001608
18017	0.005705
18019	0.046157
18021	0.002743
18023	0.002593
18025	0.000458
18027	0.002961
18029	0.006465
18031	0.001312
18033	0.002207
18035	0.061963
18037	0.012742
18039	0.045392
18041	0.003067
18043	0.028905
18045	0.000898
18047	0.000396
18049	0.001658
18051	0.003686
18053	0.018500
18055	0.002196
18057	0.087264
18059	0.014360
18061	0.002769
18063	0.021211
18065	0.007514
18067	0.028744
18069	0.001636
18071	0.006978
18073	0.005328
18075	0.002022
18077	0.006775
18079	0.001558
18081	0.034495
18083	0.018297
18085	0.011622
18087	0.001394
18089	0.291024
18091	0.031127
18093	0.006541
18095	0.028082
18097	0.389563
18099	0.004963
18101	0.000346
18103	0.002839
18105	0.051247
18107	0.004962
18109	0.006803
18111	0.000309
18113	0.002084
18115	0.000190
18117	0.001377
18119	0.000774
18121	0.001333
18123	0.001643
18125	0.000686
18127	0.053779
18129	0.001740
18131	0.002937
18133	0.002654
18135	0.001274
18137	0.005928
18139	0.001174
18141	0.113826
18143	0.003235
18145	0.003694
18147	0.001020
18149	0.001849
18151	0.001998
18153	0.002233
18155	0.000534
18157	0.062795
18159	0.002419
18161	0.000194
18163	0.096306
18165	0.000518
18167	0.067950
18169	0.002565
18171	0.000270
18173	0.022306
18175	0.001771
18177	0.029578
18179	0.004977
18181	0.003060
18183	0.001304
19001	0.000277
19003	0.000317
19005	0.000771
19007	0.001091
19009	0.000094
19011	0.000922
19013	0.055464
19015	0.001784
19017	0.001886
19019	0.001042
19021	0.002708
19023	0.000476
19025	0.000531
19027	0.005504
19029	0.000923
19031	0.000949
19033	0.029822
19035	0.001246
19037	0.001005
19039	0.000691
19041	0.010354
19043	0.000793
19045	0.015570
19047	0.001140
19049	0.002626
19051	0.000659
19053	0.000209
19055	0.000565
19057	0.014372
19059	0.002842
19061	0.029939
19063	0.000806
19065	0.001173
19067	0.002415
19069	0.000483
19071	0.000466
19073	0.001111
19075	0.001100
19077	0.000871
19079	0.002978
19081	0.000755
19083	0.002359
19085	0.000347
19087	0.003988
19089	0.000296
19091	0.000291
19093	0.000785
19095	0.000790
19097	0.002528
19099	0.004292
19101	0.002521
19103	0.062542
19105	0.001234
19107	0.000333
19109	0.001082
19111	0.007043
19113	0.070466
19115	0.000441
19117	0.001000
19119	0.000380
19121	0.000732
19123	0.002028
19125	0.004178
19127	0.016114
19129	0.001241
19131	0.000444
19133	0.000713
19135	0.000146
19137	0.002390
19139	0.006083
19141	0.001423
19143	0.000723
19145	0.001999
19147	0.000547
19149	0.001482
19151	0.000306
19153	0.191105
19155	0.015765
19157	0.003442
19159	0.000373
19161	0.000892
19163	0.065099
19165	0.001194
19167	0.001652
19169	0.036247
19171	0.000896
19173	0.000094
19175	0.000903
19177	0.000232
19179	0.011090
19181	0.002995
19183	0.002655
19185	0.000695
19187	0.013743
19189	0.000986
19191	0.002949
19193	0.038944
19195	0.000027
19197	0.000855
20001	0.001167
20003	0.000140
20005	0.001245
20007	0.000180
20009	0.007238
20011	0.004351
20013	0.001219
20015	0.009600
20017	0.000060
20019	0.000272
20021	0.007842
20023	0.000210
20025	0.000132
20027	0.001065
20029	0.000816
20031	0.000539
20033	0.000100
20035	0.005031
20037	0.010541
20039	0.000137
20041	0.001510
20043	0.000483
20045	0.019427
20047	0.000327
20049	0.000122
20051	0.014723
20053	0.000637
20055	0.011401
20057	0.008207
20059	0.003577
20061	0.002195
20063	0.000727
20065	0.000265
20067	0.001105
20069	0.000227
20071	0.000100
20073	0.000439
20075	0.000091
20077	0.000494
20079	0.015243
20081	0.000069
20083	0.000204
20085	0.000729
20087	0.001374
20089	0.000202
20091	0.245630
20093	0.000301
20095	0.001572
20097	0.000038
20099	0.005921
20101	0.000059
20103	0.008313
20105	0.000179
20107	0.000302
20109	0.000316
20111	0.008635
20113	0.003709
20115	0.000715
20117	0.000685
20119	0.000211
20121	0.002068
20123	0.002035
20125	0.007261
20127	0.000552
20129	0.000471
20131	0.001036
20133	0.005025
20135	0.000460
20137	0.000253
20139	0.001172
20141	0.000466
20143	0.000573
20145	0.001110
20147	0.000641
20149	0.000993
20151	0.002415
20153	0.000145
20155	0.045979
20157	0.001113
20159	0.000451
20161	0.020499
20163	0.000533
20165	0.000099
20167	0.000651
20169	0.027680
20171	0.000259
20173	0.248485
20175	0.004305
20177	0.096748
20179	0.000156
20181	0.001708
20183	0.000257
20185	0.000215
20187	0.000162
20189	0.000254
20191	0.001410
20193	0.000779
20195	0.000496
20197	0.000046
20199	0.000079
20201	0.000532
20203	0.000046
20205	0.001647
20207	0.000247
20209	0.053760
21001	0.001745
21003	0.002170
21005	0.001549
21007	0.000412
21009	0.020805
21011	0.000499
21013	0.007907
21015	0.013267
21017	0.002316
21019	0.062443
21021	0.031455
21023	0.000307
21025	0.004853
21027	0.002592
21029	0.004100
21031	0.002313
21033	0.002108
21035	0.013327
21037	0.010272
21039	0.000477
21041	0.000647
21043	0.003493
21045	0.001552
21047	0.022176
21049	0.007619
21051	0.003354
21053	0.003562
21055	0.000769
21057	0.000227
21059	0.058127
21061	0.000915
21063	0.000604
21065	0.001147
21067	0.198412
21069	0.002754
21071	0.016997
21073	0.014424
21075	0.001109
21077	0.000879
21079	0.000757
21081	0.001914
21083	0.008422
21085	0.005266
21087	0.001254
21089	0.005006
21091	0.000465
21093	0.039274
21095	0.006168
21097	0.003548
21099	0.001905
21101	0.008128
21103	0.001260
21105	0.000247
21107	0.020091
21109	0.000447
21111	0.366189
21113	0.002946
21115	0.006739
21117	0.063076
21119	0.000692
21121	0.004614
21123	0.000928
21125	0.018571
21127	0.003653
21129	0.000607
21131	0.001044
21133	0.006762
21135	0.000403
21137	0.001251
21139	0.001018
21141	0.003324
21143	0.001009
21145	0.075013
21147	0.001878
21149	0.000707
21151	0.016078
21153	0.001008
21155	0.003059
21157	0.004467
21159	0.002272
21161	0.006659
21163	0.001128
21165	0.000643
21167	0.001444
21169	0.000291
21171	0.001797
21173	0.006990
21175	0.000841
21177	0.005086
21179	0.006266
21181	0.000109
21183	0.003751
21185	0.006657
21187	0.001583
21189	0.001011
21191	0.000580
21193	0.022893
21195	0.028307
21197	0.001037
21199	0.031171
21203	0.001392
21205	0.006893
21207	0.013784
21209	0.003622
21211	0.005712
21213	0.003535
21215	0.000705
21217	0.007644
21219	0.000552
21221	0.001100
21223	0.000393
21225	0.001104
21227	0.055179
21229	0.000941
21231	0.002286
21233	0.000413
21235	0.023385
21237	0.000908
21239	0.001872
22001	0.007140
22003	0.002145
22005	0.006214
22007	0.000341
22009	0.003736
22011	0.003553
22013	0.000081
22015	0.014709
22017	0.174355
22019	0.069967
22021	0.000841
22023	0.000088
22025	0.000140
22027	0.001419
22029	0.005568
22031	0.001035
22033	0.162140
22035	0.000228
22037	0.001164
22039	0.007674
22041	0.003726
22043	0.000092
22045	0.019196
22047	0.000941
22049	0.001337
22051	0.137143
22053	0.005579
22055	0.190316
22057	0.023669
22059	0.000778
22061	0.020331
22063	0.002787
22065	0.000181
22067	0.005167
22069	0.005567
22071	0.049837
22073	0.082241
22075	0.000366
22077	0.000734
22079	0.072692
22081	0.000864
22083	0.003843
22085	0.006279
22087	0.000776
22089	0.001383
22091	0.000343
22093	0.001321
22095	0.003156
22097	0.032497
22099	0.002101
22101	0.005428
22103	0.074758
22105	0.026952
22107	0.000007
22109	0.034136
22111	0.000763
22113	0.006430
22115	0.008573
22117	0.008248
22119	0.006873
22121	0.000977
22123	0.000805
22125	0.000328
22127	0.002353
23001	0.037191
23003	0.016309
23005	0.141302
23007	0.004363
23009	0.011648
23011	0.034962
23013	0.009167
23015	0.004612
23017	0.005534
23019	0.065769
23021	0.001252
23023	0.003812
23025	0.003390
23027	0.004680
23029	0.003640
23031	0.039568
24001	0.045652
24003	0.185253
24005	0.495884
24009	0.021737
24011	0.002443
24013	0.046425
24015	0.021709
24017	0.037743
24019	0.009554
24021	0.080088
24023	0.005564
24025	0.078858
24027	0.072092
24029	0.007815
24031	0.374984
24033	0.216230
24035	0.004446
24037	0.020853
24039	0.001491
24041	0.038152
24043	0.076421
24045	0.092051
24047	0.018501
24510	0.330399
25001	0.116405
25003	0.064414
25005	0.205457
25007	0.002228
25009	0.210651
25011	0.018558
25013	0.174163
25015	0.034907
25017	0.523355
25019	0.001251
25021	0.222598
25023	0.122432
25025	0.439391
25027	0.203722
26001	0.000471
26003	0.001147
26005	0.003060
26007	0.014288
26009	0.000554
26011	0.001609
26013	0.000656
26015	0.005747
26017	0.051396
26019	0.001486
26021	0.045814
26023	0.007319
26025	0.048494
26027	0.001407
26029	0.002275
26031	0.003875
26033	0.005930
26035	0.003090
26037	0.005448
26039	0.003474
26041	0.006513
26043	0.007851
26045	0.010190
26047	0.030558
26049	0.204910
26051	0.001563
26053	0.002166
26055	0.087464
26057	0.006941
26059	0.006239
26061	0.004250
26063	0.006123
26065	0.130713
26067	0.004775
26069	0.005272
26071	0.001754
26073	0.010103
26075	0.050800
26077	0.103013
26079	0.000493
26081	0.177071
26085	0.000510
26087	0.015746
26089	0.001159
26091	0.011381
26093	0.018391
26095	0.000676
26097	0.000639
26099	0.382237
26101	0.002545
26103	0.022135
26105	0.008308
26107	0.005555
26109	0.000392
26111	0.027408
26113	0.000939
26115	0.031163
26117	0.009501
26119	0.002169
26121	0.054359
26123	0.001872
26125	0.900748
26127	0.001763
26129	0.008666
26131	0.000220
26133	0.002034
26135	0.000519
26137	0.006818
26139	0.022532
26141	0.001244
26143	0.002824
26145	0.122950
26147	0.054172
26149	0.005585
26151	0.003797
26153	0.000187
26155	0.010408
26157	0.007324
26159	0.004414
26161	0.207311
26163	0.580653
26165	0.008580
27001	0.000414
27003	0.030284
27005	0.003209
27007	0.009310
27009	0.000459
27011	0.000765
27013	0.014779
27015	0.001341
27017	0.001983
27019	0.005344
27021	0.000599
27023	0.000352
27025	0.003363
27027	0.001470
27029	0.000079
27031	0.000061
27033	0.000927
27035	0.009315
27037	0.021387
27039	0.000247
27041	0.006455
27043	0.000598
27045	0.001049
27047	0.003647
27049	0.002515
27051	0.000121
27053	0.233564
27055	0.000907
27057	0.001611
27059	0.002568
27061	0.004204
27063	0.000460
27065	0.000226
27067	0.009796
27069	0.000178
27071	0.000616
27073	0.000226
27075	0.000839
27077	0.000025
27079	0.000492
27081	0.000097
27083	0.002470
27085	0.002740
27087	0.000181
27089	0.000132
27091	0.003303
27093	0.000809
27095	0.000954
27097	0.000590
27099	0.003176
27101	0.000595
27103	0.001535
27105	0.002872
27107	0.000103
27109	0.164452
27111	0.004897
27113	0.001291
27115	0.000351
27117	0.000525
27119	0.001713
27121	0.000305
27123	0.108774
27125	0.000035
27127	0.000880
27129	0.000474
27131	0.004740
27133	0.000221
27135	0.000487
27137	0.049177
27139	0.003259
27141	0.001450
27143	0.000285
27145	0.038915
27147	0.003189
27149	0.000590
27151	0.000593
27153	0.000180
27155	0.000059
27157	0.000995
27159	0.000549
27161	0.000204
27163	0.026058
27165	0.000344
27167	0.000420
27169	0.003633
27171	0.003854
27173	0.000758
28001	0.017477
28003	0.022318
28005	0.000213
28007	0.004079
28009	0.000050
28011	0.010431
28013	0.000970
28015	0.000149
28017	0.001559
28019	0.000482
28021	0.000721
28023	0.001055
28025	0.002510
28027	0.009605
28029	0.001852
28031	0.000559
28033	0.030225
28035	0.117073
28037	0.000381
28039	0.001109
28041	0.000278
28043	0.007098
28045	0.002935
28047	0.074223
28049	0.178761
28051	0.000868
28053	0.000306
28057	0.001939
28059	0.036127
28061	0.000166
28063	0.000209
28065	0.000345
28067	0.023859
28069	0.000061
28071	0.028351
28073	0.000551
28075	0.058579
28077	0.001701
28079	0.004100
28081	0.080217
28083	0.015886
28085	0.006961
28087	0.027315
28089	0.011655
28091	0.001987
28093	0.001410
28095	0.004300
28097	0.012999
28099	0.002451
28101	0.000310
28103	0.000238
28105	0.006812
28107	0.004526
28109	0.003564
28111	0.000398
28113	0.013505
28115	0.001802
28117	0.006524
28119	0.000968
28121	0.034544
28123	0.000845
28125	0.000279
28127	0.002858
28129	0.000270
28131	0.001072
28133	0.000972
28135	0.000329
28137	0.003065
28139	0.001911
28141	0.003481
28143	0.000178
28145	0.004960
28147	0.000538
28149	0.013707
28151	0.018084
28153	0.000958
28155	0.002440
28157	0.000594
28159	0.000995
28161	0.000677
28163	0.001464
29001	0.011405
29003	0.000610
29005	0.000752
29007	0.005099
29009	0.001488
29011	0.001470
29013	0.000491
29015	0.001676
29017	0.000261
29019	0.116250
29021	0.047452
29023	0.045876
29025	0.000279
29027	0.002538
29029	0.014530
29031	0.065377
29033	0.000688
29035	0.000152
29037	0.005169
29039	0.000380
29041	0.000703
29043	0.004885
29045	0.000931
29047	0.084289
29049	0.002182
29051	0.046916
29053	0.000456
29055	0.001000
29057	0.000371
29059	0.000183
29061	0.000414
29063	0.000386
29065	0.002104
29067	0.000260
29069	0.003061
29071	0.019342
29073	0.001164
29075	0.000790
29077	0.124211
29079	0.000622
29081	0.000794
29083	0.003578
29085	0.000011
29087	0.000067
29089	0.000410
29091	0.014208
29093	0.000710
29095	0.224745
29097	0.063232
29099	0.033429
29101	0.007180
29103	0.000233
29105	0.002473
29107	0.002117
29109	0.001570
29111	0.000419
29113	0.004675
29115	0.001832
29117	0.001901
29119	0.000526
29121	0.001038
29123	0.000747
29125	0.000558
29127	0.017397
29129	0.000628
29131	0.001462
29133	0.000680
29135	0.001458
29137	0.000480
29139	0.000642
29141	0.001000
29143	0.001389
29145	0.003641
29147	0.001271
29149	0.000083
29151	0.000381
29153	0.000210
29155	0.002807
29157	0.002251
29159	0.012674
29161	0.015256
29163	0.001344
29165	0.012252
29167	0.004971
29169	0.001852
29171	0.000324
29173	0.000095
29175	0.005114
29177	0.001204
29179	0.000287
29181	0.001299
29183	0.065771
29185	0.000293
29186	0.001039
29187	0.020152
29189	0.478364
29195	0.002833
29197	0.000144
29199	0.000690
29201	0.008155
29203	0.000071
29205	0.000267
29207	0.002347
29209	0.003778
29211	0.000376
29213	0.014435
29215	0.001220
29217	0.002471
29219	0.002112
29221	0.001478
29223	0.000910
29225	0.000421
29227	0.000050
29229	0.000942
29510	0.174052
30001	0.000614
30003	0.000976
30005	0.000157
30007	0.000146
30009	0.000388
30011	0.000001
30013	0.028053
30015	0.000227
30017	0.001734
30019	0.000035
30021	0.000534
30023	0.000644
30025	0.000096
30027	0.001232
30029	0.024643
30031	0.014304
30033	0.000021
30035	0.000643
30037	0.000009
30039	0.000023
30041	0.000776
30043	0.000535
30045	0.000060
30047	0.001755
30049	0.010453
30051	0.000037
30053	0.001566
30055	0.000090
30057	0.000290
30059	0.000038
30061	0.000142
30063	0.044111
30065	0.000450
30067	0.000777
30071	0.000174
30073	0.000180
30075	0.000017
30077	0.000536
30079	0.000029
30081	0.003588
30083	0.000805
30085	0.000217
30087	0.000407
30089	0.000526
30091	0.000464
30093	0.008522
30095	0.000323
30097	0.000010
30099	0.000289
30101	0.000210
30103	0.000002
30105	0.001418
30107	0.000039
30109	0.000015
30111	0.057131
31001	0.023793
31003	0.000231
31011	0.000416
31013	0.000697
31015	0.000371
31017	0.000354
31019	0.022644
31021	0.000370
31023	0.000729
31025	0.000566
31027	0.000261
31029	0.000144
31031	0.000319
31033	0.000433
31035	0.000207
31037	0.000318
31039	0.000421
31041	0.002112
31043	0.001269
31045	0.000684
31047	0.001748
31049	0.000026
31051	0.000114
31053	0.013837
31055	0.207655
31057	0.000135
31059	0.000281
31061	0.000109
31063	0.000045
31065	0.000491
31067	0.002139
31069	0.000024
31071	0.000168
31073	0.000017
31077	0.000039
31079	0.024890
31081	0.000539
31083	0.000349
31087	0.000030
31089	0.001257
31091	0.000106
31093	0.000183
31095	0.000525
31097	0.000459
31099	0.000237
31101	0.000976
31103	0.000009
31105	0.000441
31107	0.000703
31109	0.134086
31111	0.013675
31119	0.015512
31121	0.000198
31123	0.000255
31125	0.000123
31127	0.001181
31129	0.000244
31131	0.000955
31133	0.000065
31135	0.000349
31137	0.002623
31139	0.000185
31141	0.013552
31143	0.000530
31145	0.002241
31147	0.001135
31149	0.000031
31151	0.000553
31153	0.011895
31155	0.000684
31157	0.017273
31159	0.000776
31161	0.000252
31163	0.000066
31167	0.000100
31169	0.000165
31173	0.000265
31175	0.000824
31177	0.001293
31179	0.000396
31181	0.000124
31185	0.002143
32001	0.002972
32003	0.575119
32005	0.010925
32007	0.005644
32009	0.000015
32011	0.000021
32013	0.000889
32015	0.000045
32017	0.000721
32019	0.002395
32021	0.000308
32023	0.003621
32029	0.000086
32031	0.143706
