RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03
344037,Balboa-South Indian Trail,Spokane,WA,Spokane,Spokane,1936,120000,,,,,,,,,,,,,,,,,,,,,,,121000,,,,,,109950,,,,,,,,,,,,,119000,,,,,,,135000,,,140000,,128461.5385,,,,,125615,,127026.5385,125126.4706,132342.5,130025,,127307.6923,,,,,,,135000,130882.3529,127800,129375,135200,,,,,,134000,,,134900,137900,139235,,,,,,,,139000,,148230.7692,150617.6471,,143926.9231,,,,,,164000,,,168500,,170638.4615,179515.2941,170990,,,,195280,185868.2353,,,142280,143456.4706,169480,182630,189230,,,,,,,216280,206868.2353,215155,211512.5,,,,,,,,,,,200280,,,,,,,,,,,,,,,,,,,,,,184180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194900,,169345.3846,,,,,,,200000,199705.8824,174825,,,,,,,
271127,Roseway,Portland,OR,Portland,Multnomah,1937,110800,107132.5,102192.5,105015,110290.5,113624.5,116725,117810,,110976.9231,109488.2353,109800,113985,117550,122775,112175,113457.5,124142.5,125100,126425,122897.5,,,120500,129029.4118,120325,121225,122707.5,123475,127942.5,129800,,,118000,,126846.1538,126794.1176,129890,127460,131625,131290,135925,134485,126200,126100,,143076.9231,139470.5882,148995,,146142.3077,149647.0588,144050,,,133000,,,,141000,138617.6471,147582.5,150442.5,155015,154260,145232.5,145767.5,143057.5,149567.5,,157538.4615,,162615.3846,169852.9412,158482.5,156692.5,152500,157315,160435,160425,,167730.7692,155500,155325,156800,160025,157775,158375,162482.5,168517.5,177850,176375,181525,,181730.7692,178529.4118,174125,173375,169875,171985,183740,202500,202350,193150,180250,,184423.0769,184176.4706,192725,197925,197800,195750,202475,194138.5,187976.7,202171.8,221250,,,267500,263088.2353,271125,261950,251965,,,,,,270000,,,250000,,,249000,266058.8235,,,,,,,,,,,,,,,,,,,,,,,265000,262000,,256053.8462,252017.6471,,,,,260000,,,,,,,240000,,,,,,187000,,220846.1538,,,,,,,,,,,,245000,247941.1765,247125,,,253000,,,,,285000,285000,288500,279950,,,,,,,,,282500,281617.6471,,252923.0769,274205.8824,277125,,282476.9231,,,,325000,,325000,340294.1176,,351769.2308,,350461.5385,329411.7647,,,
417023,Sheridan Gardens,Des Moines,IA,Des Moines,Polk,1938,73500,68413.5294,69223.55,68327.95,,,,,,,,,74500,,78346.1538,78911.7647,78250,74720,77185,,,,83900,,81669.2308,82470.5882,,78500,,79230.7692,,81130.7692,,,,83000,,79153.8462,84764.7059,,,87500,,,,,,90000,,,92340,,,,96500,,,,,,,87500,88676.4706,,91423.0769,,,,85000,,,98500,,99269.2308,102147.0588,106115,100703,,93115.3846,,,,,109500,116794.1176,109090,98285,101250,107270,103486.5,109908.5,114375,,,,,,124500,114794.1176,108975,110450,115500,116150,,102576.9231,,,104000,112235.2941,109400,,115384.6154,122323.5294,,122307.6923,,,,,130000,,,115500,,,122000,,,,,,,,,122500,,,,,115000,,,,,,,125500,,,,,,,,,,,,115000,,,,,,,,,,116000,104823.5294,108850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,111470.5882,110875,,122692.3077,115029.4118,,,,,,,,,,,,,,,,,,,,,,110100,127688.2353,128015,,,,,,,
264676,Stoneridge,Roseville,CA,Sacramento,Placer,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496500,,,542500,,,,,,,,,,530000,,,,,,,,,
738025,Idylwood,Redmond,WA,Seattle,King,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400100,421511.7647,,436115.3846,497176.4706,,,,,,535000,496764.7059,,,605000,,,,,,,,370000,434705.2941,,649230.5385,648529.4118,656875,594125,,,532500,,,
203265,Roselawn,Cincinnati,OH,Cincinnati,Hamilton,1941,,,,,,,,,,,,,,,,,,,65500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274660,New Aurora-English Turn,New Orleans,LA,New Orleans,Orleans,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268102,Curtis Park,Sacramento,CA,Sacramento,Sacramento,1943,,,,,,,,,,,,,113000,,,132000,,,,157000,,,,,,,,170000,156470.5882,,,,,,,,202000,,152384.6154,156029.4118,152275,,,140000,,,,,140000,164705.8824,179700,,206923.0769,,,,,,,,205000,222647.0588,203000,,230000,256764.7059,264000,,246692.3077,,,267000,,311615.3846,,,260000,,304230.7692,,336730.7692,,,259000,,252076.9231,291176.4706,302500,295100,321400,278750,,297307.6923,,,457000,,378538.4615,396176.4706,381500,388150,,357884.6154,,,,,465000,,,,550000,,416923.0769,,,,,,,,,,,430000,,,,,,,449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,,,
416364,Childs Park,Saint Petersburg,FL,Tampa,Pinellas,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67500,,,,,,,,,,,,,,,,93000,,88000,94441.1765,,103846.1538,105000,102750,,107807.6923,115294.1176,119400,120725,125375,131000,,136538.4615,135823.5294,,142307.6923,141852.9412,,,145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642500,,,,,,,,,,,,,,,,,,,,,,
275937,Webster,Oakland,CA,San Francisco,Alameda,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,215000,,,,,,,,,,,,,,,,,,,,,,256500,,,,,,,,,,,,,,,283000,,,,,,375000,,,,,,400000,400000,,,,,450000,452941.1765,,,,,,407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416008,Merion Village,Columbus,OH,Columbus,Franklin,1946,,,,,,,,,,,,,,,,,,68900,,,,,,,92000,80176.4706,,,,80900,,,,,,,,90000,82647.0588,,,,,,,,,76000,78941.1765,81200,99165,,,,,95000,,,,119900,115252.9412,,94950,,121000,,118053.8462,,,,,95000,93529.4118,98431.5,,,119900,102311.7647,,,,,,127500,,105850,112800,140575,131200,128650,121150,124645,,120976.9231,,,133000,128294.1176,137700,151800,161075,,172461.5385,151411.7647,,,,,167900,175723.5294,157605,,172538.4615,,,,159900,,,,162500,166852.9412,161390,154520,159840,157900,139325,142800,152400,,,,,,183900,171311.7647,160460,,,,,,,,,,145000,,,,,,,,,,,,,167000,,,,,,,,,167500,139558.8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,,,,,,,,,167900,,182592.3077,166294.1176,,,,,,,,,205000,183823.5294,203150,,,,159900,,,,160000,
269492,Indianola Hills,Des Moines,IA,Des Moines,Polk,1947,,,50000,,,,,,,,,,55500,,,,,,,,,,,,,,,,,,,,,,,58500,,,,63000,,,,,,,,,,,,,74500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500,,75884.6154,,,,,,79000,,,,77500,,88269.2308,93558.8235,,,,,,,,,,,100000,,100000,105882.3529,,82307.6923,86647.0588,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270246,Penrose,Saint Louis,MO,St. Louis,Saint Louis City,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81457,,,,,,,63000,,64538.4615,,,,,,,,,,93023,,,,,,,,,,87761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272999,Bon Air,Louisville,KY,Louisville/Jefferson County,Jefferson,1949,,,,,,,,,,,,,,,,,,83500,,,,,,,81000,83647.0588,,,,,,,,,,,80000,89705.8824,,,,,83700,,,,,,,,103000,,93000,,,,,,,88000,96235.2941,98850,,107784.6154,,,110000,,,,106000,,,112000,110529.4118,103200,,,,110000,,,,100000,109352.9412,115040,,105911.5385,104941.1765,,120846.1538,118470.5882,118115,111735,101700,98575,107490,111785,111645,112755,107750,108950,108500,102600,98800,110045,,109851.5385,110823.5294,111790,118274,124926,123425,116865,,119980,123441.1765,121310,107515,111425,,117923.0769,117247.0588,112647,114413,,131000,126429.4118,117410,,110000,110000,116000,118450,122775,129375,127650,120800,118494,116605.8,,105967,112893,117975,120677.5,120279.5,119538,122600,124475,,114084.6154,,,,,,126030,126012.3529,122504.5,118205,112708.5,118446.5,125950,126000,123775,,,,127000,125823.5294,117775,,,,,,,,,118000,,,124000,118705.8824,116300,,,,,,,120000,,,134500,,131615.3846,,,,,,,109480,,117280,122784.7059,113193,107300,114450,121825,,,,,,,,110000,126176.4706,,130192.3077,,,,,,,,,125000,130294.1176,126400,128125,,,130000,,,
273453,Delano,Wichita,KS,Wichita,Sedgwick,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,,,,,,34000,41941.1765,,,,31000,,,,,,,45000,47940.5882,,,,,,,,,46000,,,,,,40000,,50846.1538,,,53500,,60653.8462,,,,,,59225,,,,,58000,58000,53950,,,,,,,,,57500,,,,44700,,,64500,,,48000,54352.9412,58780,,55769.2308,,,73000,62352.9412,,46515.3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343246,East Lake I,Chula Vista,CA,San Diego,San Diego,1951,,,,,,,,164000,177529.4118,,146923.0769,,,113000,106529.4118,114900,,135653.8462,134294.1176,,107153.8462,,,,124500,122147.0588,135350,144225,139650,147050,137700,148625,142525,146200,134600,128150,147675,143525,133150,140400,137850,150750,149400,142850,133250,136225,139975,143500,157050,163750,172750,164400,168250,164850,179100,173200,181500,,169846.1538,166735.2941,166175,170600,171000,171250,189850,186300,183600,207450,207050,192000,186700,212400,233450,245250,246600,255950,272150,261000,255800,285550,276550,270900,265100,257950,264550,268600,292000,291125,305750,297375,298100,299400,300050,327500,326625,331075,344500,368750,376250,364000,356250,409250,418500,426500,416250,390500,394250,385750,415250,406000,421050,446150,460050,440250,407625,411875,417900,,,,375000,370882.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,,234615.3846,230000,233000,,,209000,,,,,169000,,,,240500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000,,356153.8462,327941.1765,,,306000,,,
196583,New Brighton,New York,NY,New York,Richmond,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276594,Stonehaven,Charlotte,NC,Charlotte,Mecklenburg,1953,119230.7692,120176.4706,125200,138900,137175,136075,,,,,,,,140000,,,,,,,134000,138117.6471,,,,,143500,170852.9412,,,,169000,,,,,,150000,147352.9412,163425,171075,172625,160550,,146538.4615,,140884.6154,,,185000,167352.9412,,184230.7692,177705.8824,,,,,,186000,,,168000,162117.6471,,,115000,,,,,,,195000,168529.4118,,,,,145000,,,,,178000,178000,204000,205200,185600,173150,,,180000,,,176000,,162923.0769,196647.0588,,204538.4615,,174384.6154,193764.7059,174425,,,176000,198352.9412,187800,171900,198925,208525,188000,207200,184125,172125,,,182000,164941.1765,188350,177700,206650,211725,230200,252550,219250,216125,,,,263500,223500,221950,230625,211750,,,241000,,,,,,,,,,232500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242000,,,,,,,,,,236000,229529.4118,,,210000,,,,,,,257000,,,,,,209000,,,,,266500,246205.8824,258675,,261153.8462,267000,,,,,,,
396659,Barclay-Kingston,Cherry Hill,NJ,Philadelphia,Camden,1954,139999,,139999.7692,,,163000,,143384.6154,,,,144750,,149942.3077,150617.6471,137175,150865,139585,,134538.4615,132117.6471,,133384.6154,140882.3529,,135000,,159692.3077,161529.4118,145150,171800,,168192.3077,144058.8235,138050,,133730.7692,123794.1176,137975,146400,143565,144585,140050,,138230.7692,,,123500,139676.4706,143375,,148538.4615,179370.5882,,,,,,,,,190000,,161538.4615,160058.8235,,,,,186000,,,,179000,185411.7647,205815,209735,189000,181200,,,193000,189470.5882,,,,,210000,215882.3529,,231538.4615,210294.1176,,217615.3846,,232692.3077,223235.2941,,234230.7692,239941.1765,234965,231485,230000,210000,215950,229965,254185,245750,,,,305000,277647.0588,293725,,270000,272088.2353,291525,324750,308850,,,270769.2308,292058.8235,,,,,,257000,261705.8824,288750,,,271900,261958.8235,273535,301200,296050,290225,287575,287700,,,264500,,,270000,267058.8235,250750,,,,,,,,275000,251470.5882,,246538.4615,252941.1765,241750,227000,249575,,,,,245000,233235.2941,246500,246950,235850,,,,,,200000,,,,,,,,,,,,,,215000,200294.1176,,,,213580,217356.4706,,,,,,,,,,247769.2308,226176.4706,213800,216200,199500,,,220000,,212230.7692,,213823.0769,258529.4118,275400,,,,,,251000,,,259000,284294.1176,265500,,,,,,
276639,Waterside,Stamford,CT,Stamford,Fairfield,1955,,,,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205554,Lynn Lane,Tulsa,OK,Tulsa,Tulsa,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000,,,,,101500,125617.6471,,152115.3846,165294.1176,160125,168175,162825,166050,158325,,,,,,,,195000,189117.6471,198500,185900,187100,174125,194000,189400,203950,198325,197625,195100,209900,212725,190100,178100,,175076.9231,164794.1176,173725,185025,193900,186975,177350,178550,187300,196175,189025,202550,,,,,,,,,,,,,,,,,,,,,154500,195676.4706,,,,,,,144000,158117.6471,186650,,,201775,189750,182250,183350,177675,180675,195550,224750,215450,212800,196250,209475,199125,198150,201150,,,,,,210000,203529.4118,201400,,219346.1538,,193846.1538,,251423.0769,226794.1176,198650,189975,189450,196450.5,186575.35,211625.65,196750.35,,198769.2308,197970.5882,,175461.5385,175500,,199000,203529.4118,204375,197800,191425.5,,,,,205000,195882.3529,222075,210675,207325,195875,201050,207450,,,,,235500
274522,Middlebury,Akron,OH,Akron,Summit,1957,,,,,,,,,,,,,,,,,,,31400,,,,30000,,,,,,,32500,,42115.3846,36176.4706,,,32500,,32884.6154,,30692.3077,,38750,,,,,,40900,,42669.2308,,,,,,,,,,45000,,40538.4615,,,,,,,,,,,,55900,55370.5882,50135,,,,,50000,,,,,,,,,,,,,,,,33000,,48384.6154,,,,,,,,,,,,,,,,69900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274618,Mt Eden,Hayward,CA,San Francisco,Alameda,1958,,,,,,,,,,,,,,,,,,,,,,,,,,246500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000,,,,,,,,,,,,,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403153,Lincoln Park,Denver,CO,Denver,Denver,1959,,,,,,,,,,,,,,,,,,,,,69500,,,,,,,,,,,,,,,,,,,,114500,,,,,,,,147500,146726.4706,147757.25,,167446.5385,164470.5882,159925,173425,177290,,,190000,184470.5882,189510,,,,,151610,156486.4706,157706.5,,161115.3846,161961.7647,,166561.5385,159336.4706,,22246915.38,,,,170095,160621.4706,,184766.9231,,,,174000,,180846.1538,,,,,,,,,,,,,,,,,,,,,,,,162000,169058.8235,,,,,189000,,200538.4615,,187846.1538,,199923.0769,,,,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000,,,,,,,,,,,,,,,,,,,,,,,,263900,,276284.6154,,,,,,
268106,Del Cerro,San Diego,CA,San Diego,San Diego,1960,,,,,,,,,,,,,,,,215000,,,,,,,,,,,,225000,254411.7647,,,,,,,240000,247647.0588,,223000,,278615.3846,262705.8824,253000,,,,,,,299500,,,,,,,,,,,,285000,,,,,,,287000,352294.1176,377350,388700,,385000,,418846.1538,417823.5294,,,,,,,,,,,365000,,,,,,,,,598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000,,,,,,,,649000
121799,Trinidad,Washington,DC,Washington,District of Columbia,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000,,,92000,,,,92000,,83153.8462,,,,,109000,103117.6471,,99769.2308,,,,96900,119311.7647,,98846.1538,,,,,,140000,,,,,,141000,143352.9412,126900,,,,,,,,,190000,,,,,,249900,,327707.6923,,,280746.1538,,,,,,,,,315000,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275768,Townsite,Henderson,NV,Las Vegas,Clark,1962,,,,70500,73147.0588,,,,,,80000,77058.8235,,,,,,,,,,,,,80000,,78076.9231,78088.2353,,,85000,,,,,,104000,,,,,,,,89500,,,73837,,86270.0769,,,,,,,78500,,,,,104500,98911.7647,,100384.6154,,,105000,,,,,97920,,,109000,103647.0588,,,,,,,,115000,115000,112500,105250,,102076.9231,112117.6471,113925,123625,118265,,123461.5385,136617.6471,134675,138550,146775,147950,148925,,,140000,,217269.75,231472.75,219750,210900,218100,246739,242292.3,254211.7,231035,213950,199450,,252615.3846,234664.7059,221485,230750,235050,235900,224550,,199615.3846,,,226000,,262153.8462,,219923.0769,228117.6471,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,,,,,,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,,,
268544,Upper Rockridge,Oakland,CA,San Francisco,Alameda,1963,291000,,,489000,,346450,,,362000,,,454000,401647.0588,380600,,402961.5385,390647.0588,,355000,,483230.7692,,,365000,352058.8235,363300,391400,386650,,,,,449000,,338230.7692,,440384.6154,380411.7647,,483076.9231,,,,487000,523470.5882,,,,,683000,,,,,,,,,,,,,835000,,,,,,,,,775000,,755769.2308,698529.4118,734375,,,,,,,,750000,720588.2353,712000,760650,,761153.8462,725000,,,735000,,,883000,1037117.647,932700,884900,804300,821750,743050,,768269.2308,,,,,,,,,,,,,950000,,,,,,,,,,,,,,695000,722647.0588,,921230.7692,966176.4706,962250,,,,1188000,,,,,,,,,,,,,,,,,,,1020000,919411.7647,,,,,,,,,,,,,,,,,,,,,,947500,,,878000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419000,,,,,,,,
273455,Delaware-West Ferry,Buffalo,NY,Buffalo,Erie,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,,,215000,,161400,,132884.6154,,,,150000,,322307.6923,,,,,,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417542,Val Vista Lakes,Gilbert,AZ,Phoenix,Maricopa,1965,158216.4,144825,123410,132677,139058,140525,132765,114160.5,138317.85,142802.65,149526,146218,159203.3,140220.8,144160.9,147300,152050,137315,142335,153000,157150,161050,151000,148250,151900,163975,160625,157965,153385,160400,151950,155650,167870,161795,152385,160125,157525,168950,171850,179350,195200,181850,175525,159475,178050,187200,171500,,191538.4615,188117.6471,170550,158150,189800,,168076.9231,153294.1176,,170361.5385,195588.2353,192250,171079.5,165630.65,175298.85,194250,203600,,226275,,168692.3077,141311.7647,150285,178375,202675,187525,191005,201735,211385,233475,232140,,187884.6154,,,188650.25,178757.25,174950,193750,194950,207465,223110,212575,190200,184825,190025,,262081.3,244177.7,224500,226100,244650,261200,236300,212000,225575,230925,249700,251975,239825,293750,303000,324750,305000,340750,355750,320500,310000,,381423.0769,,,,,397500,,380192.3077,,,439000,,,,,,,,,468000,,,,,,,,,,,,,245000,,,,,,,,,,,,,,,,,,,,272000,,,,,,,,,,,,182000,,,,,,,,,,,,211000,,,,,,230000,,,,,260000,241176.4706,,,,,,,,,,,,,,,321000,,,,280000,,,355000,301470.5882,,275538.4615,,,,,,,,,323000
124024,Coral Ridge,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,1966,,,,,,,,,,,,210000,,,280000,,247692.3077,259764.7059,239950,,182538.4615,,,170000,,,226000,246000,257400,269500,,,276500,,,277500,,402500,345882.3529,329000,285000,,312692.3077,,,,,299000,252529.4118,246850,,300000,288529.4118,,,315000,346294.1176,318620,293980,,,,,500000,438235.2941,,418076.9231,,,,,350000,326470.5882,343500,369250,380250,,,445000,,,,415000,,,402500,449264.7059,475525,,436823.0769,437647.0588,468000,,502692.3077,,542692.3077,478117.6471,526850,537750,505750,496250,,540769.2308,584705.8824,,559769.2308,562647.0588,612500,619050,597855,621895,698250,,691230.7692,,,,277350,283500,285575,,,427692.3077,,367050,,,,,,,460000,,587461.5385,,,632000,,,,,,,,390000,,,,,,,,,,,,,,,420600,463482.3529,,,543200,,448430.7692,467058.8235,,,,,,,,,,,,,,150000,,361538.4615,457352.9412,,,,,380000,,,,276500,393264.7059,382725,465350,480120,442730,420250,,376923.0769,362352.9412,,461153.8462,,,,250000,381470.5882,,436192.3077,,,,,585000,655588.2353,,,553769.2308,562058.8235,593250,,,,,,580000,,,600000,,,,,,,,,645000
