"date"	"close"
"1-Jan-00"	176040655
"1-Jan-01"	92026437.02
"1-Jan-02"	57041574.8
"1-Jan-03"	100594857.3
"1-Jan-04"	159953937.7
"1-Jan-05"	127286419
"1-Jan-06"	146054181.8
"1-Jan-07"	223045905
"1-Jan-08"	228710548.1
"1-Jan-09"	253841820
"1-Jan-10"	625899626.9
"1-Jan-11"	820852793.4
"1-Jan-12"	764475837.3
"1-Jan-13"	734018103.9
"1-Jan-14"	209067662.7
