,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,19.3,35.5,239.8,-102.688,38.070,LAMAR,CO
1,03017,15.2,28.4,276.2,-104.658,39.833,DENVER,CO
2,03024,23.9,41.9,222.6,-101.394,35.700,BORGER,TX
3,03026,18.9,30.9,297.2,-102.284,39.245,BURLINGTON,CO
4,03027,17.3,33.8,234.3,-105.663,35.003,CLINES CORNERS,NM
5,03028,19.4,35.4,242.3,-102.614,37.283,SPRINGFIELD,CO
6,03029,16.2,31.4,249.7,-109.061,35.658,WINDOW ROCK,AZ
7,03030,22.6,38.5,246.6,-101.505,36.682,GUYMON,OK
8,03031,29.0,48.8,207.8,-102.387,31.921,ODESSA,TX
9,03032,35.3,56.2,202.9,-102.213,30.048,DRYDEN,TX
10,03068,14.8,27.2,287.9,-104.300,38.767,BULLSEYE,CO
11,03102,35.1,55.4,208.4,-117.600,34.056,ONTARIO,CA
12,03103,17.8,31.9,265.7,-111.672,35.140,FLAGSTAFF,AZ
13,03104,30.9,58.2,141.2,-116.160,33.628,PALM SPRINGS,CA
14,03124,21.2,51.1,112.3,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
15,03131,42.2,56.5,285.5,-117.139,32.816,SAN DIEGO,CA
16,03144,32.9,58.9,153.6,-115.579,32.834,IMPERIAL,CA
17,03145,30.4,60.7,118.4,-114.617,32.650,YUMA,AZ
18,03154,39.8,53.2,295.3,-117.350,33.300,CAMP PENDLETON,CA
19,03159,25.2,47.2,181.9,-118.219,34.741,LANCASTER,CA
20,03160,18.6,47.6,116.0,-116.028,36.621,MERCURY,NV
21,03162,20.5,43.6,166.5,-111.448,36.926,PAGE,AZ
22,03164,29.4,46.3,241.1,-116.467,32.617,CAMPO,CA
23,03166,41.3,59.9,233.1,-117.979,33.872,FULLERTON,CA
24,03167,41.7,58.9,249.1,-118.334,33.923,HAWTHORNE,CA
25,03170,17.8,29.0,308.9,-116.006,39.601,EUREKA,NV
26,03171,34.3,57.3,181.3,-117.439,33.952,RIVERSIDE,CA
27,03177,42.1,56.0,290.4,-117.279,33.128,CARLSBAD,CA
28,03178,42.0,55.0,302.7,-116.979,32.572,SAN DIEGO,CA
29,03179,38.7,54.0,269.4,-117.636,33.975,CHINO,CA
30,03184,23.9,57.0,93.8,-112.082,33.688,PHOENIX,AZ
31,03192,27.9,57.3,122.7,-111.911,33.623,SCOTTSDALE,AZ
32,03195,18.2,31.1,283.6,-112.155,35.946,GRAND CANYON,AZ
33,03196,22.4,50.6,125.8,-110.846,31.421,NOGALES,AZ
34,03749,23.5,36.2,291.0,-77.468,39.645,CAMP DAVID,MD
35,03757,31.8,45.6,283.0,-76.429,38.142,ST INIGOES,MD
36,03804,27.1,37.8,324.3,-81.439,39.345,PARKERSBURG,WV
37,03810,33.1,45.5,303.3,-81.390,35.741,HICKORY,NC
38,03811,35.6,45.6,342.2,-88.917,35.593,JACKSON,TN
39,03812,31.9,44.2,304.0,-82.538,35.432,ASHEVILLE,NC
40,03813,43.3,52.6,358.2,-83.654,32.688,MACON,GA
41,03816,32.7,43.1,333.5,-88.774,37.056,PADUCAH,KY
42,03818,49.1,57.9,370.5,-85.184,30.836,MARIANNA,FL
43,03820,40.7,52.4,320.0,-81.965,33.370,AUGUSTA,GA
44,03822,45.2,56.4,330.5,-81.202,32.119,SAVANNAH,GA
45,03847,32.7,43.4,328.6,-85.085,35.951,CROSSVILLE,TN
46,03849,32.8,41.5,361.3,-84.077,37.087,LONDON,KY
47,03853,50.3,61.5,334.2,-81.417,30.400,MAYPORT,FL
48,03855,50.9,58.3,394.6,-87.317,30.350,PENSACOLA,FL
49,03856,37.8,48.8,328.0,-86.786,34.644,HUNTSVILLE,AL
50,03859,27.6,40.8,287.3,-81.208,37.296,BLUEFIELD,WV
51,03860,29.5,40.3,324.9,-82.555,38.382,HUNTINGTON,WV
52,03866,41.9,52.9,331.1,-88.567,32.550,MERIDIAN,MS
53,03868,28.3,36.7,363.1,-87.309,39.452,TERRE HAUTE,IN
54,03870,35.6,48.0,305.8,-82.219,34.899,GREER,SC
55,03872,26.5,36.7,331.7,-81.125,37.795,BECKLEY,WV
56,03878,45.4,53.5,379.2,-86.012,31.861,TROY,AL
57,03887,27.7,36.2,361.3,-88.866,39.984,DECATUR,IL
58,03888,38.4,50.6,310.7,-84.521,33.779,ATLANTA,GA
59,03889,30.6,41.7,320.6,-83.314,37.591,JACKSON,KY
60,03893,27.5,36.9,345.9,-86.617,39.144,BLOOMINGTON,IN
61,03894,34.6,44.1,349.0,-87.415,36.622,CLARKSVILLE,TN
62,03901,43.2,53.6,340.9,-94.711,32.385,LONGVIEW,TX
63,03902,40.8,55.2,283.0,-97.822,31.070,FORT HOOD/KILLEEN,TX
64,03904,47.9,58.0,349.0,-96.364,30.588,COLLEGE STATION,TX
65,03919,25.6,37.6,303.3,-97.661,38.813,SALINA,KS
66,03927,39.2,52.5,295.9,-97.041,32.896,DALLAS-FORT WORTH,TX
67,03928,28.9,40.5,312.0,-97.429,37.647,WICHITA,KS
68,03931,47.1,56.2,364.4,-93.192,31.045,FORT POLK,LA
69,03932,30.4,42.1,311.4,-99.200,35.340,CLINTON,OK
70,03935,32.6,42.3,344.6,-89.571,37.225,CAPE GIRARDEAU,MO
71,03936,25.8,37.5,307.7,-96.678,39.135,MANHATTAN,KS
72,03937,51.3,60.4,366.8,-93.228,30.125,LAKE CHARLES,LA
73,03940,44.3,54.3,348.3,-90.078,32.320,JACKSON,MS
74,03947,26.2,38.1,305.2,-94.718,39.299,KANSAS CITY,MO
75,03949,46.5,55.9,358.8,-93.283,31.400,FORT POLK,LA
76,03950,33.7,45.6,311.4,-98.416,34.568,LAWTON,OK
