,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,46.7,66.0,230.6,-102.688,38.070,LAMAR,CO
1,03016,34.6,61.4,149.2,-107.726,39.526,RIFLE,CO
2,03017,40.8,61.8,207.2,-104.658,39.833,DENVER,CO
3,03024,50.4,69.7,233.7,-101.394,35.700,BORGER,TX
4,03026,45.1,62.7,247.2,-102.284,39.245,BURLINGTON,CO
5,03027,40.4,61.1,209.6,-105.663,35.003,CLINES CORNERS,NM
6,03029,34.8,57.4,185.6,-109.061,35.658,WINDOW ROCK,AZ
7,03030,50.6,67.5,260.8,-101.505,36.682,GUYMON,OK
8,03031,56.4,70.7,297.2,-102.387,31.921,ODESSA,TX
9,03032,59.6,73.5,304.6,-102.213,30.048,DRYDEN,TX
10,03102,55.6,78.3,204.7,-117.600,34.056,ONTARIO,CA
11,03103,36.7,58.5,195.5,-111.672,35.140,FLAGSTAFF,AZ
12,03104,50.1,86.0,103.0,-116.160,33.628,PALM SPRINGS,CA
13,03124,49.1,72.6,191.2,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
14,03131,59.3,72.4,315.0,-117.139,32.816,SAN DIEGO,CA
15,03144,52.0,88.4,101.8,-115.579,32.834,IMPERIAL,CA
16,03145,55.9,89.8,120.3,-114.617,32.650,YUMA,AZ
17,03159,36.5,75.9,71.6,-118.219,34.741,LANCASTER,CA
18,03160,27.5,77.1,22.3,-116.028,36.621,MERCURY,NV
19,03162,32.9,74.1,59.9,-111.448,36.926,PAGE,AZ
20,03164,46.0,71.0,175.1,-116.467,32.617,CAMPO,CA
21,03166,58.9,75.1,275.6,-117.979,33.872,FULLERTON,CA
22,03167,60.5,71.1,350.2,-118.334,33.923,HAWTHORNE,CA
23,03170,23.7,59.2,79.6,-116.006,39.601,EUREKA,NV
24,03171,55.4,78.6,200.4,-117.439,33.952,RIVERSIDE,CA
25,03177,60.9,69.4,382.2,-117.279,33.128,CARLSBAD,CA
26,03178,60.1,70.5,352.7,-116.979,32.572,SAN DIEGO,CA
27,03179,56.6,76.3,235.5,-117.636,33.975,CHINO,CA
28,03184,47.3,87.2,79.0,-112.082,33.688,PHOENIX,AZ
29,03192,49.6,88.2,87.6,-111.911,33.623,SCOTTSDALE,AZ
30,03195,34.5,57.4,182.5,-112.155,35.946,GRAND CANYON,AZ
31,03196,52.3,74.1,210.3,-110.846,31.421,NOGALES,AZ
32,03749,55.4,66.2,344.0,-77.468,39.645,CAMP DAVID,MD
33,03757,60.1,70.8,348.3,-76.429,38.142,ST INIGOES,MD
34,03810,61.3,70.4,373.0,-81.390,35.741,HICKORY,NC
35,03812,58.4,67.1,377.3,-82.538,35.432,ASHEVILLE,NC
36,03813,64.8,75.6,350.2,-83.654,32.688,MACON,GA
37,03816,57.9,71.6,305.8,-88.774,37.056,PADUCAH,KY
38,03818,64.5,78.3,309.5,-85.184,30.836,MARIANNA,FL
39,03820,64.8,75.2,355.7,-81.965,33.370,AUGUSTA,GA
40,03822,66.8,77.8,349.0,-81.202,32.119,SAVANNAH,GA
41,03847,58.2,69.2,342.8,-85.085,35.951,CROSSVILLE,TN
