,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,47.0,76.1,143.7,-102.688,38.070,LAMAR,CO
1,03017,41.0,68.2,152.3,-104.658,39.833,DENVER,CO
2,03024,43.1,85.2,64.8,-101.394,35.700,BORGER,TX
3,03026,48.6,70.7,204.1,-102.284,39.245,BURLINGTON,CO
4,03027,22.3,70.4,23.5,-105.663,35.003,CLINES CORNERS,NM
5,03028,43.1,75.5,117.2,-102.614,37.283,SPRINGFIELD,CO
6,03029,21.1,64.1,41.4,-109.061,35.658,WINDOW ROCK,AZ
7,03030,46.5,81.2,106.1,-101.505,36.682,GUYMON,OK
8,03032,55.1,88.5,122.7,-102.213,30.048,DRYDEN,TX
9,03068,36.8,67.8,120.3,-104.300,38.767,BULLSEYE,CO
10,03102,52.1,69.3,258.3,-117.600,34.056,ONTARIO,CA
11,03103,21.5,59.2,66.0,-111.672,35.140,FLAGSTAFF,AZ
12,03104,41.8,84.5,61.1,-116.160,33.628,PALM SPRINGS,CA
13,03124,34.7,81.3,38.9,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
14,03131,54.6,64.5,357.0,-117.139,32.816,SAN DIEGO,CA
15,03144,39.9,85.5,46.9,-115.579,32.834,IMPERIAL,CA
16,03145,38.0,88.5,27.8,-114.617,32.650,YUMA,AZ
17,03154,54.3,63.7,364.4,-117.350,33.300,CAMP PENDLETON,CA
18,03159,42.0,73.1,124.6,-118.219,34.741,LANCASTER,CA
19,03160,25.3,83.8,0.0,-116.028,36.621,MERCURY,NV
20,03162,20.7,83.1,0.0,-111.448,36.926,PAGE,AZ
21,03164,43.2,62.0,232.5,-116.467,32.617,CAMPO,CA
22,03166,55.1,67.6,320.0,-117.979,33.872,FULLERTON,CA
23,03167,54.7,65.6,342.2,-118.334,33.923,HAWTHORNE,CA
24,03170,27.6,59.3,106.7,-116.006,39.601,EUREKA,NV
25,03171,52.5,70.3,252.2,-117.439,33.952,RIVERSIDE,CA
26,03177,54.9,65.4,347.7,-117.279,33.128,CARLSBAD,CA
27,03178,54.5,63.9,364.4,-116.979,32.572,SAN DIEGO,CA
28,03179,53.4,69.0,278.7,-117.636,33.975,CHINO,CA
29,03184,29.6,86.0,4.4,-112.082,33.688,PHOENIX,AZ
30,03192,32.7,87.7,10.5,-111.911,33.623,SCOTTSDALE,AZ
31,03195,20.3,57.7,66.0,-112.155,35.946,GRAND CANYON,AZ
32,03196,25.8,81.1,4.4,-110.846,31.421,NOGALES,AZ
33,03749,56.7,70.0,310.1,-77.468,39.645,CAMP DAVID,MD
34,03757,63.6,75.2,338.5,-76.429,38.142,ST INIGOES,MD
35,03802,60.5,69.9,368.1,-80.229,39.296,CLARKSBURG,WV
36,03804,61.7,70.9,371.8,-81.439,39.345,PARKERSBURG,WV
37,03810,63.9,76.9,319.4,-81.390,35.741,HICKORY,NC
38,03811,69.3,78.8,371.8,-88.917,35.593,JACKSON,TN
39,03812,61.9,73.7,334.2,-82.538,35.432,ASHEVILLE,NC
40,03813,65.9,82.9,272.5,-83.654,32.688,MACON,GA
