,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,26.3,52.6,144.3,-102.688,38.070,LAMAR,CO
1,03017,23.4,48.4,152.3,-104.658,39.833,DENVER,CO
2,03024,28.3,61.8,95.6,-101.394,35.700,BORGER,TX
3,03026,29.3,49.1,208.4,-102.284,39.245,BURLINGTON,CO
4,03027,13.2,51.2,56.8,-105.663,35.003,CLINES CORNERS,NM
5,03028,24.1,53.5,118.4,-102.614,37.283,SPRINGFIELD,CO
6,03029,18.3,46.5,121.5,-109.061,35.658,WINDOW ROCK,AZ
7,03030,29.1,58.4,124.6,-101.505,36.682,GUYMON,OK
8,03031,25.4,71.3,33.4,-102.387,31.921,ODESSA,TX
9,03032,37.4,77.1,71.0,-102.213,30.048,DRYDEN,TX
10,03068,20.8,46.3,145.5,-104.300,38.767,BULLSEYE,CO
11,03102,43.7,62.4,233.7,-117.600,34.056,ONTARIO,CA
12,03103,20.3,43.8,162.2,-111.672,35.140,FLAGSTAFF,AZ
13,03104,36.3,71.6,93.1,-116.160,33.628,PALM SPRINGS,CA
14,03124,27.1,64.9,71.0,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
15,03131,49.2,61.5,318.1,-117.139,32.816,SAN DIEGO,CA
16,03144,37.1,71.5,99.3,-115.579,32.834,IMPERIAL,CA
17,03145,32.1,73.8,56.8,-114.617,32.650,YUMA,AZ
18,03159,36.0,58.5,188.1,-118.219,34.741,LANCASTER,CA
19,03160,21.7,58.3,71.6,-116.028,36.621,MERCURY,NV
20,03162,22.3,57.0,82.7,-111.448,36.926,PAGE,AZ
21,03164,38.8,53.4,278.7,-116.467,32.617,CAMPO,CA
22,03166,48.4,63.4,281.8,-117.979,33.872,FULLERTON,CA
23,03167,48.1,62.7,286.1,-118.334,33.923,HAWTHORNE,CA
24,03170,23.6,41.5,223.8,-116.006,39.601,EUREKA,NV
25,03171,43.8,63.7,221.4,-117.439,33.952,RIVERSIDE,CA
26,03177,49.6,61.8,319.4,-117.279,33.128,CARLSBAD,CA
27,03178,49.3,59.9,342.8,-116.979,32.572,SAN DIEGO,CA
28,03179,46.7,60.7,292.9,-117.636,33.975,CHINO,CA
29,03184,28.4,70.2,53.1,-112.082,33.688,PHOENIX,AZ
30,03192,30.2,71.7,55.5,-111.911,33.623,SCOTTSDALE,AZ
31,03195,21.8,41.7,199.8,-112.155,35.946,GRAND CANYON,AZ
32,03196,21.6,64.6,42.0,-110.846,31.421,NOGALES,AZ
33,03757,47.7,58.9,332.3,-76.429,38.142,ST INIGOES,MD
34,03802,43.3,56.2,305.2,-80.229,39.296,CLARKSBURG,WV
35,03804,43.2,56.8,295.3,-81.439,39.345,PARKERSBURG,WV
36,03810,46.0,61.7,270.7,-81.390,35.741,HICKORY,NC
37,03811,51.9,64.1,321.2,-88.917,35.593,JACKSON,TN
38,03812,44.6,59.1,284.8,-82.538,35.432,ASHEVILLE,NC
39,03813,52.5,66.7,295.3,-83.654,32.688,MACON,GA
40,03816,49.5,61.7,319.4,-88.774,37.056,PADUCAH,KY
41,03818,56.1,72.0,276.8,-85.184,30.836,MARIANNA,FL
42,03820,52.1,67.1,284.8,-81.965,33.370,AUGUSTA,GA
43,03822,56.4,69.6,311.4,-81.202,32.119,SAVANNAH,GA
44,03847,46.3,59.1,308.9,-85.085,35.951,CROSSVILLE,TN
45,03849,45.9,59.2,301.5,-84.077,37.087,LONDON,KY
46,03853,58.8,71.6,318.7,-81.417,30.400,MAYPORT,FL
47,03855,61.9,68.7,410.0,-87.317,30.350,PENSACOLA,FL
48,03856,52.4,64.5,323.1,-86.786,34.644,HUNTSVILLE,AL
49,03859,40.4,58.9,233.1,-81.208,37.296,BLUEFIELD,WV
50,03860,45.1,59.0,292.9,-82.555,38.382,HUNTINGTON,WV
51,03866,54.6,67.3,316.9,-88.567,32.550,MERIDIAN,MS
52,03868,46.2,56.3,347.7,-87.309,39.452,TERRE HAUTE,IN
53,03870,47.6,63.5,270.1,-82.219,34.899,GREER,SC
54,03872,41.7,57.3,268.2,-81.125,37.795,BECKLEY,WV
55,03878,54.8,66.5,330.5,-86.012,31.861,TROY,AL
56,03887,44.7,55.4,337.9,-88.866,39.984,DECATUR,IL
57,03888,49.6,64.3,286.1,-84.521,33.779,ATLANTA,GA
58,03889,44.0,60.5,259.6,-83.314,37.591,JACKSON,KY
59,03893,45.3,56.7,328.0,-86.617,39.144,BLOOMINGTON,IN
60,03901,55.8,71.6,278.1,-94.711,32.385,LONGVIEW,TX
61,03902,53.6,86.6,123.3,-97.822,31.070,FORT HOOD/KILLEEN,TX
62,03904,57.1,75.6,248.5,-96.364,30.588,COLLEGE STATION,TX
63,03919,39.5,55.3,263.9,-97.661,38.813,SALINA,KS
64,03927,53.5,70.8,258.3,-97.041,32.896,DALLAS-FORT WORTH,TX
65,03928,40.1,58.5,233.7,-97.429,37.647,WICHITA,KS
66,03931,57.7,71.9,299.6,-93.192,31.045,FORT POLK,LA
67,03935,51.0,60.5,360.7,-89.571,37.225,CAPE GIRARDEAU,MO
68,03936,39.5,55.4,262.7,-96.678,39.135,MANHATTAN,KS
69,03937,61.5,72.8,340.9,-93.228,30.125,LAKE CHARLES,LA
70,03940,57.0,68.8,330.5,-90.078,32.320,JACKSON,MS
71,03945,43.9,57.0,302.7,-92.218,38.817,COLUMBIA,MO
72,03947,41.7,55.8,287.3,-94.718,39.299,KANSAS CITY,MO
73,03949,57.8,71.7,303.3,-93.283,31.400,FORT POLK,LA
74,03950,41.7,66.1,176.4,-98.416,34.568,LAWTON,OK
