,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03016,22.8,34.9,299.0,-107.726,39.526,RIFLE,CO
1,03017,17.1,38.3,181.3,-104.658,39.833,DENVER,CO
2,03024,24.8,48.6,164.6,-101.394,35.700,BORGER,TX
3,03026,20.2,38.8,212.1,-102.284,39.245,BURLINGTON,CO
4,03027,14.7,38.2,156.6,-105.663,35.003,CLINES CORNERS,NM
5,03028,18.8,41.7,166.5,-102.614,37.283,SPRINGFIELD,CO
6,03029,15.9,30.0,263.9,-109.061,35.658,WINDOW ROCK,AZ
7,03030,22.0,45.1,167.7,-101.505,36.682,GUYMON,OK
8,03031,25.0,53.4,127.0,-102.387,31.921,ODESSA,TX
9,03032,32.2,57.9,155.4,-102.213,30.048,DRYDEN,TX
10,03068,13.7,35.0,176.4,-104.300,38.767,BULLSEYE,CO
11,03102,35.6,58.8,180.7,-117.600,34.056,ONTARIO,CA
12,03103,18.6,34.6,241.7,-111.672,35.140,FLAGSTAFF,AZ
13,03104,32.7,59.6,146.2,-116.160,33.628,PALM SPRINGS,CA
14,03124,23.0,52.6,116.0,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
15,03131,42.2,59.3,250.9,-117.139,32.816,SAN DIEGO,CA
16,03144,34.6,62.2,142.5,-115.579,32.834,IMPERIAL,CA
17,03154,40.4,54.6,284.8,-117.350,33.300,CAMP PENDLETON,CA
18,03159,30.8,48.7,230.6,-118.219,34.741,LANCASTER,CA
19,03160,21.2,49.5,124.0,-116.028,36.621,MERCURY,NV
20,03162,21.8,44.5,171.4,-111.448,36.926,PAGE,AZ
21,03164,30.2,48.5,225.7,-116.467,32.617,CAMPO,CA
22,03166,40.8,60.3,222.6,-117.979,33.872,FULLERTON,CA
23,03167,41.7,64.0,195.5,-118.334,33.923,HAWTHORNE,CA
24,03170,19.7,32.4,287.9,-116.006,39.601,EUREKA,NV
25,03171,34.4,60.9,151.1,-117.439,33.952,RIVERSIDE,CA
26,03177,41.8,61.4,222.6,-117.279,33.128,CARLSBAD,CA
27,03178,40.7,58.3,243.5,-116.979,32.572,SAN DIEGO,CA
28,03179,38.0,57.9,215.8,-117.636,33.975,CHINO,CA
29,03184,24.4,59.7,81.4,-112.082,33.688,PHOENIX,AZ
30,03192,29.4,60.3,113.5,-111.911,33.623,SCOTTSDALE,AZ
31,03195,18.3,33.5,251.6,-112.155,35.946,GRAND CANYON,AZ
32,03196,20.6,53.5,91.9,-110.846,31.421,NOGALES,AZ
33,03749,29.8,43.7,279.9,-77.468,39.645,CAMP DAVID,MD
34,03757,38.5,49.5,328.6,-76.429,38.142,ST INIGOES,MD
35,03802,34.0,43.9,342.2,-80.229,39.296,CLARKSBURG,WV
36,03804,33.4,43.7,335.4,-81.439,39.345,PARKERSBURG,WV
37,03810,36.1,49.8,287.9,-81.390,35.741,HICKORY,NC
38,03811,39.7,50.5,332.3,-88.917,35.593,JACKSON,TN
39,03812,35.3,46.9,316.9,-82.538,35.432,ASHEVILLE,NC
40,03813,44.2,55.1,334.2,-83.654,32.688,MACON,GA
41,03816,36.5,48.1,318.1,-88.774,37.056,PADUCAH,KY
42,03818,47.9,61.0,305.8,-85.184,30.836,MARIANNA,FL
43,03820,42.9,54.9,317.5,-81.965,33.370,AUGUSTA,GA
44,03822,45.8,58.3,312.6,-81.202,32.119,SAVANNAH,GA
45,03847,38.2,48.8,334.2,-85.085,35.951,CROSSVILLE,TN
46,03849,36.9,47.3,336.6,-84.077,37.087,LONDON,KY
47,03853,52.5,64.8,320.6,-81.417,30.400,MAYPORT,FL
48,03855,53.2,62.1,371.1,-87.317,30.350,PENSACOLA,FL
49,03856,43.3,53.2,349.0,-86.786,34.644,HUNTSVILLE,AL
50,03859,32.2,47.8,259.6,-81.208,37.296,BLUEFIELD,WV
