,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,57.4,77.2,234.9,-102.688,38.070,LAMAR,CO
1,03017,49.1,74.5,175.1,-104.658,39.833,DENVER,CO
2,03024,59.2,81.7,210.3,-101.394,35.700,BORGER,TX
3,03026,57.7,74.5,267.6,-102.284,39.245,BURLINGTON,CO
4,03027,48.7,69.2,219.5,-105.663,35.003,CLINES CORNERS,NM
5,03028,56.8,75.6,244.8,-102.614,37.283,SPRINGFIELD,CO
6,03029,48.3,66.9,239.2,-109.061,35.658,WINDOW ROCK,AZ
7,03030,61.0,78.9,258.3,-101.505,36.682,GUYMON,OK
8,03031,56.5,84.6,160.3,-102.387,31.921,ODESSA,TX
9,03032,59.2,88.0,157.9,-102.213,30.048,DRYDEN,TX
10,03068,51.9,69.1,258.3,-104.300,38.767,BULLSEYE,CO
11,03102,53.8,79.4,177.6,-117.600,34.056,ONTARIO,CA
12,03103,48.9,63.7,284.2,-111.672,35.140,FLAGSTAFF,AZ
13,03104,54.8,89.5,114.1,-116.160,33.628,PALM SPRINGS,CA
14,03131,58.8,71.6,318.7,-117.139,32.816,SAN DIEGO,CA
15,03144,55.8,91.5,109.2,-115.579,32.834,IMPERIAL,CA
16,03145,55.6,90.1,116.0,-114.617,32.650,YUMA,AZ
17,03154,57.5,71.1,307.0,-117.350,33.300,CAMP PENDLETON,CA
18,03159,39.8,81.5,63.6,-118.219,34.741,LANCASTER,CA
19,03160,35.0,83.1,33.4,-116.028,36.621,MERCURY,NV
20,03162,50.4,80.2,141.8,-111.448,36.926,PAGE,AZ
21,03164,46.3,73.4,158.5,-116.467,32.617,CAMPO,CA
22,03166,58.4,74.9,271.9,-117.979,33.872,FULLERTON,CA
23,03167,58.5,70.0,336.0,-118.334,33.923,HAWTHORNE,CA
24,03170,31.1,70.4,66.6,-116.006,39.601,EUREKA,NV
25,03171,54.7,79.4,186.2,-117.439,33.952,RIVERSIDE,CA
26,03177,59.6,69.9,353.9,-117.279,33.128,CARLSBAD,CA
27,03178,60.0,70.1,357.0,-116.979,32.572,SAN DIEGO,CA
