,wban,dewpt,tavg,wp,long,lat,stname,ststate
0,03013,37.9,56.7,227.5,-102.688,38.070,LAMAR,CO
1,03017,28.8,53.3,162.2,-104.658,39.833,DENVER,CO
2,03024,40.3,65.2,170.2,-101.394,35.700,BORGER,TX
3,03026,37.2,53.9,250.9,-102.284,39.245,BURLINGTON,CO
4,03027,21.8,52.2,109.2,-105.663,35.003,CLINES CORNERS,NM
5,03028,36.7,56.3,217.7,-102.614,37.283,SPRINGFIELD,CO
6,03029,16.3,54.0,61.1,-109.061,35.658,WINDOW ROCK,AZ
7,03030,42.4,61.1,232.5,-101.505,36.682,GUYMON,OK
8,03032,44.3,75.3,127.7,-102.213,30.048,DRYDEN,TX
9,03068,28.2,50.5,181.9,-104.300,38.767,BULLSEYE,CO
10,03102,41.8,62.9,207.2,-117.600,34.056,ONTARIO,CA
11,03103,20.5,45.8,146.8,-111.672,35.140,FLAGSTAFF,AZ
12,03104,37.1,71.1,101.2,-116.160,33.628,PALM SPRINGS,CA
13,03124,20.4,65.7,31.5,-110.344,31.588,FORT HUACHUCA/SIERRA VISTA,AZ
14,03131,47.5,60.4,308.3,-117.139,32.816,SAN DIEGO,CA
15,03144,37.5,71.3,103.0,-115.579,32.834,IMPERIAL,CA
16,03145,32.5,74.1,57.4,-114.617,32.650,YUMA,AZ
17,03159,33.9,60.1,152.9,-118.219,34.741,LANCASTER,CA
18,03160,21.5,54.1,94.4,-116.028,36.621,MERCURY,NV
19,03162,19.8,61.9,43.8,-111.448,36.926,PAGE,AZ
20,03164,38.1,54.3,257.7,-116.467,32.617,CAMPO,CA
21,03166,46.6,65.3,236.8,-117.979,33.872,FULLERTON,CA
22,03167,46.6,61.5,281.1,-118.334,33.923,HAWTHORNE,CA
23,03171,41.5,64.6,187.5,-117.439,33.952,RIVERSIDE,CA
24,03177,48.4,59.1,340.3,-117.279,33.128,CARLSBAD,CA
25,03178,48.2,58.8,341.6,-116.979,32.572,SAN DIEGO,CA
26,03184,22.8,70.9,23.5,-112.082,33.688,PHOENIX,AZ
27,03192,27.9,72.1,42.6,-111.911,33.623,SCOTTSDALE,AZ
28,03195,20.5,45.0,153.6,-112.155,35.946,GRAND CANYON,AZ
29,03196,21.6,64.4,42.6,-110.846,31.421,NOGALES,AZ
30,03749,31.5,51.0,213.3,-77.468,39.645,CAMP DAVID,MD
31,03757,40.9,59.0,238.0,-76.429,38.142,ST INIGOES,MD
32,03802,35.5,52.0,251.6,-80.229,39.296,CLARKSBURG,WV
33,03804,35.8,52.9,244.8,-81.439,39.345,PARKERSBURG,WV
34,03810,45.7,60.2,285.5,-81.390,35.741,HICKORY,NC
35,03811,50.0,62.6,314.4,-88.917,35.593,JACKSON,TN
36,03812,44.6,58.5,292.2,-82.538,35.432,ASHEVILLE,NC
37,03813,51.5,65.8,292.9,-83.654,32.688,MACON,GA
38,03816,47.6,60.3,311.4,-88.774,37.056,PADUCAH,KY
39,03818,55.1,69.1,299.6,-85.184,30.836,MARIANNA,FL
40,03820,51.3,65.4,295.3,-81.965,33.370,AUGUSTA,GA
41,03822,53.8,68.6,288.5,-81.202,32.119,SAVANNAH,GA
42,03847,44.7,58.4,295.3,-85.085,35.951,CROSSVILLE,TN
43,03849,43.9,56.9,304.0,-84.077,37.087,LONDON,KY
44,03853,55.8,71.4,280.5,-81.417,30.400,MAYPORT,FL
45,03856,50.5,64.7,293.5,-86.786,34.644,HUNTSVILLE,AL
46,03859,37.2,55.7,230.0,-81.208,37.296,BLUEFIELD,WV
47,03866,54.5,66.4,327.4,-88.567,32.550,MERIDIAN,MS
48,03868,40.8,56.6,265.1,-87.309,39.452,TERRE HAUTE,IN
49,03870,48.0,62.6,286.1,-82.219,34.899,GREER,SC
50,03872,36.6,53.2,251.6,-81.125,37.795,BECKLEY,WV
51,03878,54.6,65.4,343.4,-86.012,31.861,TROY,AL
52,03887,41.1,55.3,285.5,-88.866,39.984,DECATUR,IL
53,03888,50.0,64.6,287.9,-84.521,33.779,ATLANTA,GA
54,03889,40.7,57.6,251.6,-83.314,37.591,JACKSON,KY
55,03893,40.4,55.0,279.9,-86.617,39.144,BLOOMINGTON,IN
56,03894,48.0,59.9,322.4,-87.415,36.622,CLARKSVILLE,TN
57,03901,59.1,70.0,345.3,-94.711,32.385,LONGVIEW,TX
58,03902,57.6,73.3,280.5,-97.822,31.070,FORT HOOD/KILLEEN,TX
59,03904,60.2,73.0,319.4,-96.364,30.588,COLLEGE STATION,TX
60,03919,47.7,59.7,321.2,-97.661,38.813,SALINA,KS
61,03927,58.1,70.3,326.1,-97.041,32.896,DALLAS-FORT WORTH,TX
62,03928,51.1,62.4,333.5,-97.429,37.647,WICHITA,KS
63,03931,58.8,70.0,340.3,-93.192,31.045,FORT POLK,LA
64,03932,52.5,64.2,328.6,-99.200,35.340,CLINTON,OK
65,03933,58.8,74.5,281.8,-97.713,31.134,FORT HOOD (KILLEEN),TX
66,03935,47.3,60.0,310.7,-89.571,37.225,CAPE GIRARDEAU,MO
67,03936,46.6,58.8,317.5,-96.678,39.135,MANHATTAN,KS
68,03937,62.4,71.4,375.5,-93.228,30.125,LAKE CHARLES,LA
69,03940,55.6,66.8,338.5,-90.078,32.320,JACKSON,MS
70,03945,47.0,59.1,318.7,-92.218,38.817,COLUMBIA,MO
71,03947,45.2,59.0,294.1,-94.718,39.299,KANSAS CITY,MO
72,03949,58.2,70.2,328.6,-93.283,31.400,FORT POLK,LA
73,03950,55.7,66.2,348.3,-98.416,34.568,LAWTON,OK
74,03953,49.5,64.8,278.7,-90.646,35.831,JONESBORO,AR
75,03954,54.2,65.1,341.6,-97.647,35.534,OKLAHOMA CITY,OK
76,03957,49.0,61.5,315.0,-98.553,37.284,MEDICINE LODGE,KS
77,03959,53.2,63.4,351.4,-96.011,36.762,BARTLESVILLE,OK
78,03960,45.6,59.2,297.2,-90.157,38.571,CAHOKIA/ST.LOUIS,IL
79,03962,53.2,65.5,321.2,-93.096,34.478,HOT SPRINGS,AR
80,03963,45.8,59.7,293.5,-92.156,38.591,JEFFERSON CITY,MO
81,03965,52.2,64.6,318.7,-97.086,36.160,STILLWATER,OK
82,03966,45.7,58.1,313.8,-90.656,38.657,ST LOUIS,MO
83,03967,45.5,60.0,285.5,-94.739,38.850,OLATHE,KS
84,03971,57.5,70.4,316.3,-96.868,32.681,DALLAS,TX
85,03974,49.4,62.1,312.6,-97.219,37.750,WICHITA,KS
86,03975,48.5,62.8,290.4,-90.325,36.773,POPLAR BLUFF,MO
87,03981,54.6,68.2,304.6,-98.984,34.352,FREDERICK,OK
88,03991,56.9,68.2,337.9,-97.199,33.206,DENTON,TX
89,03994,47.4,60.5,305.8,-93.183,38.704,SEDALIA,MO
90,03996,56.7,66.4,361.3,-91.030,32.348,TALLULAH/VICKSBURG,MS
91,03997,45.7,59.2,299.0,-95.212,39.008,LAWRENCE,KS
92,03998,51.3,62.6,333.5,-95.504,37.328,PARSONS,KS
