Item,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
..Private 4-year institutions ,"4,847","5,072","5,262","5,360","5,767","6,103","6,500","7,163","8,023","9,118","9,848","11,047","11,391","10,953","10,318","10,695","11,011","12,857","13,675","14,296","12,351","12,189"
