ENTITY_CD,ENTITY_NAME,YEAR,SUBGROUP_NAME,NUM_TESTED,LEVEL1_COUNT,LEVEL1_%TESTED,LEVEL2_COUNT,LEVEL2_%TESTED,LEVEL3_COUNT,LEVEL3_%TESTED,LEVEL4_COUNT,LEVEL4_%TESTED,TOTAL_SCALE_SCORES,MEAN_SCORE
000000000001,NYC Public Schools,2013,All Students,68418,22752,33,25895,38,10554,15,9217,13,20376673,298
000000000001,NYC Public Schools,2013,All Students,69026,29021,42,19522,28,13548,20,6935,10,20667797,299
000000000001,NYC Public Schools,2013,All Students,69227,25562,37,25788,37,11897,17,5980,09,20556458,297
000000000001,NYC Public Schools,2013,All Students,69983,31119,44,21321,30,11679,17,5864,08,20737386,296
000000000001,NYC Public Schools,2013,All Students,70990,21978,31,23940,34,15142,21,9930,14,21272430,300
000000000001,NYC Public Schools,2013,All Students,72658,23432,32,25081,35,14788,20,9357,13,21739262,299
000000000001,NYC Public Schools,2014,All Students,59784,23638,40,22515,38,9588,16,4043,07,17545766,293
000000000001,NYC Public Schools,2014,All Students,67093,21766,32,22616,34,11095,17,11616,17,20147986,300
000000000001,NYC Public Schools,2014,All Students,67912,27012,40,20750,31,13078,19,7072,10,20419435,301
000000000001,NYC Public Schools,2014,All Students,68603,22672,33,19305,28,15499,23,11127,16,21059406,307
000000000001,NYC Public Schools,2014,All Students,70694,20758,29,21638,31,15074,21,13224,19,21459848,304
000000000001,NYC Public Schools,2014,All Students,72582,21700,30,22788,31,17343,24,10751,15,21896357,302
000000000002,Large Cities,2013,All Students,7536,5339,71,1777,24,337,04,83,01,2006090,266
000000000002,Large Cities,2013,All Students,7740,5536,72,1703,22,426,06,75,01,2101140,271
000000000002,Large Cities,2013,All Students,7868,5673,72,1494,19,569,07,132,02,2140341,272
000000000002,Large Cities,2013,All Students,7996,4680,59,2515,31,548,07,253,03,2190805,274
000000000002,Large Cities,2013,All Students,8060,5013,62,2160,27,682,08,205,03,2193101,272
000000000002,Large Cities,2013,All Students,8063,4882,61,2245,28,744,09,192,02,2197121,272
000000000002,Large Cities,2014,All Students,7016,4944,70,1589,23,399,06,84,01,1864114,266
000000000002,Large Cities,2014,All Students,7642,5306,69,1648,22,540,07,148,02,2094842,274
000000000002,Large Cities,2014,All Students,7687,4358,57,2344,30,659,09,326,04,2116516,275
000000000002,Large Cities,2014,All Students,7802,5022,64,1712,22,771,10,297,04,2160587,277
000000000002,Large Cities,2014,All Students,7980,4496,56,2154,27,963,12,367,05,2196493,275
000000000002,Large Cities,2014,All Students,7989,4454,56,2212,28,956,12,367,05,2212181,277
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,14705,7069,48,5910,40,1449,10,277,02,4181870,284
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,14977,6429,43,6300,42,1691,11,557,04,4277882,286
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,14980,8603,57,4649,31,1500,10,228,02,4247966,284
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,15016,8789,59,4215,28,1660,11,352,02,4269436,284
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,15385,7139,46,5392,35,2134,14,720,05,4392975,286
000000000003,High Need/Resource Urban-Suburban Districts,2013,All Students,15578,7216,46,5520,35,2204,14,638,04,4421609,284
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,12440,6972,56,4550,37,836,07,82,01,3447386,277
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,14269,7982,56,4370,31,1634,11,283,02,4072800,285
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,14335,6220,43,5379,38,1896,13,840,06,4102988,286
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,14666,7727,53,4099,28,2169,15,671,05,4216848,288
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,14810,6575,44,4855,33,2401,16,979,07,4225173,285
000000000003,High Need/Resource Urban-Suburban Districts,2014,All Students,15325,6610,43,5099,33,2720,18,896,06,4406994,288
000000000004,High Need/Resource Rural Districts,2013,All Students,11006,4077,37,4212,38,2095,19,622,06,3199221,291
000000000004,High Need/Resource Rural Districts,2013,All Students,11023,4370,40,4163,38,1856,17,634,06,3202134,290
000000000004,High Need/Resource Rural Districts,2013,All Students,11034,5484,50,3506,32,1701,15,343,03,3209428,291
000000000004,High Need/Resource Rural Districts,2013,All Students,11438,3829,33,5355,47,1693,15,561,05,3342814,292
000000000004,High Need/Resource Rural Districts,2013,All Students,11639,5157,44,4560,39,1698,15,224,02,3406555,293
000000000004,High Need/Resource Rural Districts,2013,All Students,11700,4404,38,5564,48,1514,13,218,02,3406242,291
000000000004,High Need/Resource Rural Districts,2014,All Students,9244,3954,43,4219,46,977,11,94,01,2649182,287
000000000004,High Need/Resource Rural Districts,2014,All Students,10614,3374,32,4464,42,1852,17,924,09,3134366,295
000000000004,High Need/Resource Rural Districts,2014,All Students,10617,3261,31,3636,34,2613,25,1107,10,3162492,298
000000000004,High Need/Resource Rural Districts,2014,All Students,10667,3574,34,3772,35,2310,22,1011,09,3146836,295
000000000004,High Need/Resource Rural Districts,2014,All Students,10686,4413,41,3373,32,2130,20,770,07,3172127,297
000000000004,High Need/Resource Rural Districts,2014,All Students,11007,4574,42,4139,38,1944,18,350,03,3252992,296
000000000005,Average Need Districts,2013,All Students,56080,14603,26,21344,38,13430,24,6703,12,16953032,302
000000000005,Average Need Districts,2013,All Students,57675,20527,36,19418,34,13349,23,4381,08,17425690,302
000000000005,Average Need Districts,2013,All Students,57964,14256,25,21578,37,15219,26,6911,12,17534142,303
000000000005,Average Need Districts,2013,All Students,59197,14199,24,26274,44,12166,21,6558,11,17894879,302
000000000005,Average Need Districts,2013,All Students,59381,14430,24,27886,47,13557,23,3508,06,18015959,303
000000000005,Average Need Districts,2013,All Students,59769,18531,31,23570,39,13999,23,3669,06,18153856,304
000000000005,Average Need Districts,2014,All Students,37464,11523,31,18215,49,6858,18,868,02,11068736,295
000000000005,Average Need Districts,2014,All Students,50855,14602,29,18678,37,13217,26,4358,09,15570994,306
000000000005,Average Need Districts,2014,All Students,51452,11056,21,16302,32,15225,30,8869,17,15844221,308
000000000005,Average Need Districts,2014,All Students,51614,10997,21,20087,39,11590,22,8940,17,15839375,307
000000000005,Average Need Districts,2014,All Students,52469,11368,22,17647,34,14350,27,9104,17,16126488,307
000000000005,Average Need Districts,2014,All Students,53378,15002,28,16208,30,14394,27,7774,15,16500048,309
000000000006,Low Need Districts,2013,All Students,27258,3895,14,9100,33,8421,31,5842,21,8591025,315
000000000006,Low Need Districts,2013,All Students,28150,3429,12,8797,31,9301,33,6623,24,8924332,317
000000000006,Low Need Districts,2013,All Students,28384,5654,20,8959,32,8952,32,4819,17,8991128,317
000000000006,Low Need Districts,2013,All Students,28787,3370,12,10625,37,7918,28,6874,24,9136896,317
000000000006,Low Need Districts,2013,All Students,31263,3796,12,13055,42,10381,33,4031,13,9909765,317
000000000006,Low Need Districts,2013,All Students,31562,5227,17,11091,35,10648,34,4596,15,10028830,318
000000000006,Low Need Districts,2014,All Students,16161,2773,17,7262,45,4924,30,1202,07,5000617,309
000000000006,Low Need Districts,2014,All Students,24332,2721,11,6209,26,8648,36,6754,28,7809660,321
000000000006,Low Need Districts,2014,All Students,25956,2443,09,7566,29,7100,27,8847,34,8413586,324
000000000006,Low Need Districts,2014,All Students,26013,2785,11,7270,28,8614,33,7344,28,8358836,321
000000000006,Low Need Districts,2014,All Students,26408,3535,13,6812,26,9003,34,7058,27,8572895,325
000000000006,Low Need Districts,2014,All Students,26608,3946,15,8176,31,9563,36,4923,19,8537204,321
000000000007,Charter Schools,2013,All Students,4401,1077,24,1998,45,1036,24,290,07,1342456,305
000000000007,Charter Schools,2013,All Students,5353,2059,38,2089,39,961,18,244,05,1598243,299
000000000007,Charter Schools,2013,All Students,5805,1252,22,2278,39,1592,27,683,12,1768405,305
000000000007,Charter Schools,2013,All Students,6697,1736,26,3070,46,1235,18,656,10,2015029,301
000000000007,Charter Schools,2013,All Students,7069,2757,39,2443,35,1437,20,432,06,2121159,300
000000000007,Charter Schools,2013,All Students,7445,1574,21,2920,39,1974,27,977,13,2281906,307
000000000007,Charter Schools,2014,All Students,4858,1235,25,1928,40,1247,26,448,09,1486543,306
000000000007,Charter Schools,2014,All Students,6422,2027,32,2455,38,1553,24,387,06,1954387,304
000000000007,Charter Schools,2014,All Students,7061,1209,17,2303,33,1933,27,1616,23,2219550,314
000000000007,Charter Schools,2014,All Students,8133,2490,31,2654,33,2007,25,982,12,2496574,307
000000000007,Charter Schools,2014,All Students,8156,1692,21,3219,39,1838,23,1407,17,2508831,308
000000000007,Charter Schools,2014,All Students,8326,1497,18,2699,32,2433,29,1697,20,2598311,312
000001000000,ALBANY County,2013,All Students,2858,834,29,1180,41,603,21,241,08,861482,301
000001000000,ALBANY County,2013,All Students,2864,760,27,1045,36,658,23,401,14,869359,304
000001000000,ALBANY County,2013,All Students,2921,1115,38,930,32,602,21,274,09,878935,301
000001000000,ALBANY County,2013,All Students,2948,826,28,1034,35,719,24,369,13,886150,301
000001000000,ALBANY County,2013,All Students,2973,778,26,1216,41,590,20,389,13,898219,302
000001000000,ALBANY County,2013,All Students,3033,1056,35,1018,34,694,23,265,09,917668,303
000001000000,ALBANY County,2014,All Students,2330,786,34,917,39,506,22,121,05,688339,295
000001000000,ALBANY County,2014,All Students,2772,637,23,847,31,751,27,537,19,851410,307
000001000000,ALBANY County,2014,All Students,2837,727,26,830,29,786,28,494,17,867321,306
000001000000,ALBANY County,2014,All Students,2846,665,23,904,32,625,22,652,23,878333,309
000001000000,ALBANY County,2014,All Students,2855,963,34,872,31,736,26,284,10,868215,304
000001000000,ALBANY County,2014,All Students,2861,959,34,828,29,639,22,435,15,874610,306
000002000000,ALLEGANY County,2013,All Students,487,204,42,183,38,81,17,19,04,144903,298
000002000000,ALLEGANY County,2013,All Students,491,142,29,278,57,63,13,8,02,145342,296
000002000000,ALLEGANY County,2013,All Students,507,176,35,205,40,91,18,35,07,149246,294
000002000000,ALLEGANY County,2013,All Students,518,172,33,232,45,86,17,28,05,151396,292
000002000000,ALLEGANY County,2013,All Students,520,188,36,234,45,84,16,14,03,154860,298
000002000000,ALLEGANY County,2013,All Students,523,150,29,249,48,99,19,25,05,155049,296
000002000000,ALLEGANY County,2014,All Students,414,162,39,207,50,41,10,4,01,119700,289
000002000000,ALLEGANY County,2014,All Students,479,114,24,212,44,98,20,55,11,144996,303
000002000000,ALLEGANY County,2014,All Students,488,130,27,154,32,144,30,60,12,147730,303
000002000000,ALLEGANY County,2014,All Students,491,156,32,183,37,115,23,37,08,144935,295
000002000000,ALLEGANY County,2014,All Students,498,174,35,182,37,106,21,36,07,149954,301
000002000000,ALLEGANY County,2014,All Students,502,179,36,202,40,100,20,21,04,150542,300
000003000000,BROOME County,2013,All Students,1975,692,35,699,35,401,20,183,09,582427,295
000003000000,BROOME County,2013,All Students,2010,888,44,599,30,399,20,124,06,593552,295
000003000000,BROOME County,2013,All Students,2061,644,31,743,36,482,23,192,09,611007,296
000003000000,BROOME County,2013,All Students,2147,801,37,840,39,412,19,94,04,641120,299
000003000000,BROOME County,2013,All Students,2177,542,25,1059,49,479,22,97,04,657093,302
000003000000,BROOME County,2013,All Students,2197,691,31,977,44,362,16,167,08,648661,295
000003000000,BROOME County,2014,All Students,1705,564,33,847,50,271,16,23,01,499205,293
000003000000,BROOME County,2014,All Students,1925,526,27,627,33,444,23,328,17,582319,303
000003000000,BROOME County,2014,All Students,1938,573,30,736,38,379,20,250,13,579685,299
000003000000,BROOME County,2014,All Students,1961,467,24,635,32,528,27,331,17,600220,306
000003000000,BROOME County,2014,All Students,1974,632,32,563,29,508,26,271,14,603987,306
000003000000,BROOME County,2014,All Students,2155,828,38,747,35,450,21,130,06,645104,299
000004000000,CATTARAUGUS County,2013,All Students,932,271,29,376,40,212,23,73,08,277816,298
000004000000,CATTARAUGUS County,2013,All Students,994,282,28,465,47,172,17,75,08,295545,297
000004000000,CATTARAUGUS County,2013,All Students,997,328,33,407,41,189,19,73,07,293282,294
000004000000,CATTARAUGUS County,2013,All Students,999,418,42,406,41,155,16,20,02,294247,295
000004000000,CATTARAUGUS County,2013,All Students,1018,436,43,350,34,174,17,58,06,300896,296
000004000000,CATTARAUGUS County,2013,All Students,1028,336,33,511,50,157,15,24,02,304254,296
000004000000,CATTARAUGUS County,2014,All Students,768,269,35,397,52,95,12,7,01,224254,292
000004000000,CATTARAUGUS County,2014,All Students,912,209,23,327,36,243,27,133,15,278233,305
000004000000,CATTARAUGUS County,2014,All Students,922,218,24,308,33,261,28,135,15,280873,305
000004000000,CATTARAUGUS County,2014,All Students,923,230,25,376,41,191,21,126,14,278029,301
000004000000,CATTARAUGUS County,2014,All Students,935,370,40,272,29,203,22,90,10,280678,300
000004000000,CATTARAUGUS County,2014,All Students,938,363,39,333,36,202,22,40,04,279790,298
000005000000,CAYUGA County,2013,All Students,680,203,30,242,36,178,26,57,08,202106,297
000005000000,CAYUGA County,2013,All Students,682,237,35,258,38,140,21,47,07,200505,294
000005000000,CAYUGA County,2013,All Students,722,198,27,322,45,135,19,67,09,215223,298
000005000000,CAYUGA County,2013,All Students,746,169,23,345,46,185,25,47,06,227023,304
000005000000,CAYUGA County,2013,All Students,752,305,41,240,32,157,21,50,07,224361,298
000005000000,CAYUGA County,2013,All Students,797,285,36,301,38,173,22,38,05,238943,300
000005000000,CAYUGA County,2014,All Students,605,196,32,254,42,122,20,33,05,178854,296
000005000000,CAYUGA County,2014,All Students,636,164,26,224,35,166,26,82,13,191846,302
000005000000,CAYUGA County,2014,All Students,649,230,35,224,35,153,24,42,06,195767,302
000005000000,CAYUGA County,2014,All Students,662,188,28,237,36,161,24,76,11,197100,298
000005000000,CAYUGA County,2014,All Students,675,260,39,173,26,177,26,65,10,202471,300
000005000000,CAYUGA County,2014,All Students,729,188,26,238,33,162,22,141,19,222727,306
000006000000,CHAUTAUQUA County,2013,All Students,1399,591,42,456,33,259,19,93,07,405367,290
000006000000,CHAUTAUQUA County,2013,All Students,1440,456,32,534,37,317,22,133,09,425554,296
000006000000,CHAUTAUQUA County,2013,All Students,1469,503,34,691,47,236,16,39,03,432711,295
000006000000,CHAUTAUQUA County,2013,All Students,1486,718,48,470,32,242,16,56,04,433694,292
000006000000,CHAUTAUQUA County,2013,All Students,1490,633,42,561,38,253,17,43,03,438610,294
000006000000,CHAUTAUQUA County,2013,All Students,1538,534,35,692,45,239,16,73,05,448229,291
000006000000,CHAUTAUQUA County,2014,All Students,1146,451,39,486,42,191,17,18,02,332921,291
000006000000,CHAUTAUQUA County,2014,All Students,1326,381,29,453,34,355,27,137,10,395621,298
000006000000,CHAUTAUQUA County,2014,All Students,1364,581,43,396,29,285,21,102,07,403675,296
000006000000,CHAUTAUQUA County,2014,All Students,1367,489,36,425,31,312,23,141,10,401438,294
000006000000,CHAUTAUQUA County,2014,All Students,1400,447,32,557,40,271,19,125,09,413258,295
000006000000,CHAUTAUQUA County,2014,All Students,1438,606,42,478,33,277,19,77,05,425141,296
000007000000,CHEMUNG County,2013,All Students,850,290,34,301,35,170,20,89,10,252076,297
000007000000,CHEMUNG County,2013,All Students,874,345,39,336,38,152,17,41,05,258090,295
000007000000,CHEMUNG County,2013,All Students,880,447,51,253,29,153,17,27,03,254701,289
000007000000,CHEMUNG County,2013,All Students,928,258,28,445,48,183,20,42,05,277712,299
000007000000,CHEMUNG County,2013,All Students,940,327,35,388,41,160,17,65,07,275450,293
000007000000,CHEMUNG County,2013,All Students,941,371,39,309,33,176,19,85,09,273913,291
000007000000,CHEMUNG County,2014,All Students,709,274,39,328,46,98,14,9,01,204861,289
000007000000,CHEMUNG County,2014,All Students,849,296,35,278,33,156,18,119,14,250883,296
000007000000,CHEMUNG County,2014,All Students,851,252,30,331,39,167,20,101,12,253997,298
000007000000,CHEMUNG County,2014,All Students,853,299,35,280,33,189,22,85,10,251789,295
000007000000,CHEMUNG County,2014,All Students,886,396,45,264,30,169,19,57,06,260040,293
000007000000,CHEMUNG County,2014,All Students,895,353,39,302,34,185,21,55,06,266555,298
000008000000,CHENANGO County,2013,All Students,519,209,40,195,38,84,16,31,06,149953,289
000008000000,CHENANGO County,2013,All Students,541,250,46,193,36,82,15,16,03,157748,292
000008000000,CHENANGO County,2013,All Students,559,212,38,207,37,108,19,32,06,162215,290
000008000000,CHENANGO County,2013,All Students,559,269,48,214,38,68,12,8,01,162008,290
000008000000,CHENANGO County,2013,All Students,571,197,35,251,44,102,18,21,04,166997,292
000008000000,CHENANGO County,2013,All Students,583,280,48,227,39,67,11,9,02,165936,285
000008000000,CHENANGO County,2014,All Students,434,205,47,180,41,42,10,7,02,122611,283
000008000000,CHENANGO County,2014,All Students,496,166,33,181,36,106,21,43,09,145428,293
000008000000,CHENANGO County,2014,All Students,498,184,37,180,36,106,21,28,06,144324,290
000008000000,CHENANGO County,2014,All Students,506,178,35,218,43,83,16,27,05,147224,291
000008000000,CHENANGO County,2014,All Students,510,212,42,171,34,108,21,19,04,150565,295
000008000000,CHENANGO County,2014,All Students,522,231,44,189,36,92,18,10,02,153373,294
000009000000,CLINTON County,2013,All Students,758,224,30,331,44,150,20,53,07,223749,295
000009000000,CLINTON County,2013,All Students,784,257,33,318,41,154,20,55,07,230673,294
000009000000,CLINTON County,2013,All Students,795,249,31,370,47,135,17,41,05,233948,294
000009000000,CLINTON County,2013,All Students,803,232,29,433,54,110,14,28,03,237892,296
000009000000,CLINTON County,2013,All Students,808,344,43,275,34,154,19,35,04,238070,295
000009000000,CLINTON County,2013,All Students,849,345,41,341,40,151,18,12,01,249405,294
000009000000,CLINTON County,2014,All Students,478,182,38,228,48,59,12,9,02,138109,289
000009000000,CLINTON County,2014,All Students,560,176,31,188,34,123,22,73,13,170528,305
000009000000,CLINTON County,2014,All Students,587,222,38,225,38,117,20,23,04,175518,299
000009000000,CLINTON County,2014,All Students,597,157,26,236,40,124,21,80,13,179237,300
000009000000,CLINTON County,2014,All Students,621,173,28,242,39,142,23,64,10,184873,298
000009000000,CLINTON County,2014,All Students,623,172,28,228,37,150,24,73,12,186164,299
000010000000,COLUMBIA County,2013,All Students,508,155,31,236,46,75,15,42,08,150134,296
000010000000,COLUMBIA County,2013,All Students,509,185,36,189,37,103,20,32,06,148467,292
000010000000,COLUMBIA County,2013,All Students,511,259,51,177,35,62,12,13,03,144298,282
000010000000,COLUMBIA County,2013,All Students,514,206,40,179,35,98,19,31,06,149776,291
000010000000,COLUMBIA County,2013,All Students,523,288,55,143,27,78,15,14,03,150128,287
000010000000,COLUMBIA County,2013,All Students,543,237,44,195,36,87,16,24,04,158973,293
000010000000,COLUMBIA County,2014,All Students,367,205,56,128,35,31,08,3,01,101551,277
000010000000,COLUMBIA County,2014,All Students,452,146,32,149,33,114,25,43,10,133973,296
000010000000,COLUMBIA County,2014,All Students,453,191,42,131,29,100,22,31,07,134113,296
000010000000,COLUMBIA County,2014,All Students,458,191,42,158,34,87,19,22,05,134709,294
000010000000,COLUMBIA County,2014,All Students,460,179,39,178,39,59,13,44,10,134103,292
000010000000,COLUMBIA County,2014,All Students,462,164,35,140,30,88,19,70,15,137116,297
000011000000,CORTLAND County,2013,All Students,453,195,43,153,34,82,18,23,05,129780,286
000011000000,CORTLAND County,2013,All Students,480,221,46,162,34,73,15,24,05,137231,286
000011000000,CORTLAND County,2013,All Students,485,169,35,226,47,67,14,23,05,142055,293
000011000000,CORTLAND County,2013,All Students,490,250,51,153,31,70,14,17,03,142050,290
000011000000,CORTLAND County,2013,All Students,505,201,40,201,40,88,17,15,03,149792,297
000011000000,CORTLAND County,2013,All Students,513,148,29,259,50,89,17,17,03,152798,298
000011000000,CORTLAND County,2014,All Students,424,121,29,199,47,95,22,9,02,126743,299
000011000000,CORTLAND County,2014,All Students,439,180,41,115,26,97,22,47,11,130421,297
000011000000,CORTLAND County,2014,All Students,455,170,37,165,36,85,19,35,08,132586,291
000011000000,CORTLAND County,2014,All Students,459,146,32,210,46,70,15,33,07,134689,293
000011000000,CORTLAND County,2014,All Students,466,157,34,170,36,95,20,44,09,137733,296
000011000000,CORTLAND County,2014,All Students,468,195,42,181,39,73,16,19,04,138247,295
000012000000,DELAWARE County,2013,All Students,387,118,30,175,45,70,18,24,06,114118,295
000012000000,DELAWARE County,2013,All Students,387,120,31,148,38,90,23,29,07,114266,295
000012000000,DELAWARE County,2013,All Students,392,150,38,156,40,69,18,17,04,117073,299
000012000000,DELAWARE County,2013,All Students,408,117,29,142,35,102,25,47,12,122922,301
000012000000,DELAWARE County,2013,All Students,428,170,40,192,45,55,13,11,03,127130,297
000012000000,DELAWARE County,2013,All Students,458,149,33,249,54,54,12,6,01,134249,293
000012000000,DELAWARE County,2014,All Students,348,126,36,139,40,66,19,17,05,103481,297
000012000000,DELAWARE County,2014,All Students,365,97,27,170,47,57,16,41,11,109205,299
000012000000,DELAWARE County,2014,All Students,373,126,34,196,53,45,12,6,02,109393,293
000012000000,DELAWARE County,2014,All Students,379,123,32,138,36,90,24,28,07,114578,302
000012000000,DELAWARE County,2014,All Students,388,127,33,142,37,92,24,27,07,114967,296
000012000000,DELAWARE County,2014,All Students,389,105,27,131,34,100,26,53,14,117629,302
000013000000,DUTCHESS County,2013,All Students,3030,952,31,1122,37,642,21,314,10,902040,298
000013000000,DUTCHESS County,2013,All Students,3125,1289,41,1045,33,605,19,186,06,927362,297
000013000000,DUTCHESS County,2013,All Students,3230,992,31,1254,39,728,23,256,08,955339,296
000013000000,DUTCHESS County,2013,All Students,3263,975,30,1463,45,558,17,267,08,967457,296
000013000000,DUTCHESS County,2013,All Students,3297,1004,30,1488,45,617,19,188,06,984897,299
000013000000,DUTCHESS County,2013,All Students,3376,1284,38,1270,38,658,19,164,05,1006783,298
000013000000,DUTCHESS County,2014,All Students,2230,857,38,1065,48,280,13,28,01,644208,289
000013000000,DUTCHESS County,2014,All Students,2729,778,29,869,32,683,25,399,15,822154,301
000013000000,DUTCHESS County,2014,All Students,2844,759,27,987,35,693,24,405,14,857116,301
000013000000,DUTCHESS County,2014,All Students,2854,821,29,1125,39,525,18,383,13,855414,300
000013000000,DUTCHESS County,2014,All Students,2911,1140,39,1010,35,580,20,181,06,865978,297
000013000000,DUTCHESS County,2014,All Students,3039,1021,34,911,30,737,24,370,12,924339,304
000014000000,ERIE County,2013,All Students,9135,2872,31,3212,35,2040,22,1011,11,2725975,298
000014000000,ERIE County,2013,All Students,9354,2741,29,3169,34,2241,24,1203,13,2805220,300
000014000000,ERIE County,2013,All Students,9456,2995,32,3795,40,2075,22,591,06,2826616,299
000014000000,ERIE County,2013,All Students,9546,3972,42,2959,31,2005,21,610,06,2836351,297
000014000000,ERIE County,2013,All Students,9648,2872,30,3979,41,1807,19,990,10,2873771,298
000014000000,ERIE County,2013,All Students,9832,3761,38,3444,35,2064,21,563,06,2932179,298
000014000000,ERIE County,2014,All Students,6756,2757,41,2829,42,1025,15,145,02,1949281,289
000014000000,ERIE County,2014,All Students,8465,2500,30,3144,37,1579,19,1242,15,2536498,300
000014000000,ERIE County,2014,All Students,8530,3188,37,2722,32,1936,23,684,08,2559224,300
000014000000,ERIE County,2014,All Students,8532,2439,29,2610,31,2199,26,1284,15,2575520,302
000014000000,ERIE County,2014,All Students,8655,2455,28,2765,32,2113,24,1322,15,2608500,301
000014000000,ERIE County,2014,All Students,8698,3125,36,2445,28,2001,23,1127,13,2630275,302
000015000000,ESSEX County,2013,All Students,240,114,48,81,34,39,16,6,03,70001,292
000015000000,ESSEX County,2013,All Students,254,76,30,104,41,52,20,22,09,75612,298
000015000000,ESSEX County,2013,All Students,282,95,34,110,39,52,18,25,09,82874,294
000015000000,ESSEX County,2013,All Students,289,103,36,141,49,42,15,3,01,85016,294
000015000000,ESSEX County,2013,All Students,290,81,28,152,52,43,15,14,05,85858,296
000015000000,ESSEX County,2013,All Students,292,110,38,116,40,59,20,7,02,86997,298
000015000000,ESSEX County,2014,All Students,241,89,37,108,45,39,16,5,02,70193,291
000015000000,ESSEX County,2014,All Students,245,74,30,102,42,53,22,16,07,72640,296
000015000000,ESSEX County,2014,All Students,249,70,28,96,39,54,22,29,12,74673,300
000015000000,ESSEX County,2014,All Students,257,59,23,106,41,66,26,26,10,77519,302
000015000000,ESSEX County,2014,All Students,273,111,41,81,30,54,20,27,10,81804,300
000015000000,ESSEX County,2014,All Students,281,90,32,110,39,67,24,14,05,85248,303
000016000000,FRANKLIN County,2013,All Students,499,267,54,159,32,61,12,12,02,143183,287
000016000000,FRANKLIN County,2013,All Students,502,196,39,196,39,84,17,26,05,144058,287
000016000000,FRANKLIN County,2013,All Students,517,232,45,194,38,81,16,10,02,147375,285
000016000000,FRANKLIN County,2013,All Students,529,264,50,190,36,61,12,14,03,152815,289
000016000000,FRANKLIN County,2013,All Students,531,188,35,253,48,68,13,22,04,154264,291
000016000000,FRANKLIN County,2013,All Students,549,242,44,245,45,54,10,8,01,158211,288
000016000000,FRANKLIN County,2014,All Students,415,212,51,158,38,42,10,3,01,116977,282
000016000000,FRANKLIN County,2014,All Students,458,148,32,180,39,86,19,44,10,135416,296
000016000000,FRANKLIN County,2014,All Students,465,198,43,192,41,64,14,11,02,136597,294
000016000000,FRANKLIN County,2014,All Students,480,247,51,133,28,76,16,24,05,138760,289
000016000000,FRANKLIN County,2014,All Students,508,191,38,178,35,103,20,36,07,147171,290
000016000000,FRANKLIN County,2014,All Students,513,188,37,177,35,110,21,38,07,150581,294
000017000000,FULTON County,2013,All Students,571,209,37,238,42,90,16,34,06,166496,292
000017000000,FULTON County,2013,All Students,592,183,31,230,39,129,22,50,08,176185,298
000017000000,FULTON County,2013,All Students,603,275,46,208,34,97,16,23,04,177295,294
000017000000,FULTON County,2013,All Students,616,173,28,280,45,114,19,49,08,183337,298
000017000000,FULTON County,2013,All Students,635,272,43,303,48,53,08,7,01,182485,287
000017000000,FULTON County,2013,All Students,638,272,43,265,42,91,14,10,02,186770,293
000017000000,FULTON County,2014,All Students,499,235,47,237,47,25,05,2,00,140875,282
000017000000,FULTON County,2014,All Students,546,174,32,186,34,114,21,72,13,162227,297
000017000000,FULTON County,2014,All Students,548,176,32,183,33,136,25,53,10,163088,298
000017000000,FULTON County,2014,All Students,566,220,39,181,32,115,20,50,09,169173,299
000017000000,FULTON County,2014,All Students,578,249,43,216,37,91,16,22,04,170788,295
000017000000,FULTON County,2014,All Students,592,169,29,253,43,119,20,51,09,176191,298
000018000000,GENESEE County,2013,All Students,598,145,24,245,41,145,24,63,11,180532,302
000018000000,GENESEE County,2013,All Students,613,121,20,236,38,174,28,82,13,187449,306
000018000000,GENESEE County,2013,All Students,621,153,25,251,40,130,21,87,14,188787,304
000018000000,GENESEE County,2013,All Students,640,242,38,199,31,143,22,56,09,192192,300
000018000000,GENESEE County,2013,All Students,652,204,31,292,45,136,21,20,03,197535,303
000018000000,GENESEE County,2013,All Students,654,164,25,351,54,116,18,23,04,196569,301
000018000000,GENESEE County,2014,All Students,476,135,28,246,52,92,19,3,01,140857,296
000018000000,GENESEE County,2014,All Students,586,114,19,167,28,191,33,114,19,182734,312
000018000000,GENESEE County,2014,All Students,595,161,27,170,29,177,30,87,15,184861,311
000018000000,GENESEE County,2014,All Students,602,196,33,237,39,137,23,32,05,182083,302
000018000000,GENESEE County,2014,All Students,618,132,21,237,38,133,22,116,19,190055,308
000018000000,GENESEE County,2014,All Students,621,114,18,192,31,200,32,115,19,193027,311
000019000000,GREENE County,2013,All Students,431,151,35,206,48,59,14,15,03,126891,294
000019000000,GREENE County,2013,All Students,436,169,39,167,38,72,17,28,06,126448,290
000019000000,GREENE County,2013,All Students,441,139,32,191,43,78,18,33,07,130181,295
